,0,1,2,3,4,5,6,7,8,9
0,0.13232899,0.867671,0.052104156,0.7775797,0.079475254,0.09084085,0.2092051,0.1712411,0.12651917,0.4930346
1,0.051972214,0.9480278,0.8287006,0.079948165,0.05334043,0.03801074,0.24497162,0.3606336,0.25830728,0.13608757
2,0.96200216,0.037997827,0.04828679,0.027452106,0.07549668,0.8487644,0.051903054,0.0118115675,0.031914644,0.9043707
3,0.103944354,0.8960557,0.08315094,0.7758973,0.06324624,0.07770547,0.18302473,0.08176392,0.04110974,0.69410163
4,0.100576565,0.89942336,0.78849745,0.106930934,0.05854303,0.046028662,0.11669324,0.64923257,0.103861816,0.13021237
5,0.08865095,0.91134906,0.07340863,0.8079256,0.07226462,0.04640119,0.0832745,0.6761745,0.19912295,0.04142802
6,0.14998932,0.85001063,0.22712371,0.5580905,0.1372316,0.07755419,0.1206802,0.4226574,0.09072654,0.36593592
7,0.96591884,0.034081124,0.03485783,0.023190528,0.057623528,0.88432807,0.056757465,0.01023639,0.036360633,0.8966455
8,0.8471156,0.15288444,0.07864518,0.092192106,0.27154136,0.55762136,0.06952246,0.043346755,0.81293076,0.0742
9,0.96767724,0.032322805,0.03450293,0.034412436,0.08776153,0.8433232,0.059794907,0.017651128,0.04623491,0.87631905
10,0.9635407,0.03645932,0.05490845,0.05692168,0.4928223,0.39534754,0.0414706,0.07245699,0.77944916,0.10662332
11,0.9728546,0.027145423,0.053795185,0.035337884,0.13339476,0.7774722,0.049258247,0.020985682,0.04259607,0.88716
12,0.95948386,0.04051619,0.030335508,0.05094831,0.18459897,0.73411727,0.09355881,0.050059095,0.55380166,0.30258042
13,0.9553409,0.044659123,0.06410807,0.05661914,0.620539,0.25873378,0.031876467,0.09144941,0.8043167,0.07235751
14,0.02618391,0.97381616,0.64275146,0.21928087,0.05558252,0.08238514,0.5842147,0.06227794,0.11015997,0.2433475
15,0.24596974,0.7540303,0.63184303,0.098325945,0.10910002,0.16073099,0.17804113,0.12639232,0.11246057,0.583106
16,0.05021183,0.94978815,0.059141595,0.86942196,0.04455398,0.026882472,0.121549055,0.6876018,0.12425786,0.06659124
17,0.885984,0.11401597,0.075035945,0.1449426,0.39413545,0.38588595,0.06678535,0.30762327,0.24592508,0.37966627
18,0.8700557,0.12994432,0.221007,0.09781967,0.41513237,0.26604098,0.051377464,0.08303046,0.04920889,0.8163832
