,A,B,C
0,1,1,3
1,1,0,1
2,0,3,3
3,1,1,3
4,1,0,1
5,1,1,1
6,1,1,1
7,0,3,3
8,0,3,2
9,0,3,3
10,0,2,2
11,0,3,3
12,0,3,2
13,0,2,2
14,1,0,0
15,1,0,3
16,1,1,1
17,0,2,3
18,0,2,3
19,1,1,3
20,1,1,1
21,0,3,3
22,0,2,2
23,1,1,1
24,1,1,3
25,1,0,0
26,1,1,3
27,1,0,0
28,1,0,0
29,1,1,1
30,1,1,2
31,0,3,3
32,0,2,2
33,1,0,2
34,1,1,2
35,1,1,2
36,0,3,2
37,1,1,1
38,1,1,3
39,0,3,2
40,1,0,2
41,0,3,2
42,1,0,0
43,1,1,1
44,0,2,2
45,0,3,2
46,1,1,1
47,1,0,0
48,0,2,2
49,1,1,1
50,0,3,3
51,1,1,2
52,0,2,3
53,1,1,2
54,1,0,3
55,1,1,3
56,1,0,0
57,1,1,1
58,1,0,0
59,1,0,0
60,0,3,2
61,0,3,2
62,0,2,1
63,0,3,2
64,1,1,3
65,1,1,1
66,1,1,1
67,1,1,0
68,0,2,2
69,1,0,2
70,0,2,2
71,1,1,1
72,0,2,3
73,0,3,3
74,1,0,0
75,1,2,2
76,0,2,2
77,0,3,2
78,1,0,3
79,1,0,2
80,1,1,3
81,0,3,3
82,1,0,2
83,1,1,2
84,1,0,1
85,0,2,1
86,0,2,2
87,0,2,1
88,0,3,2
89,1,1,1
90,0,3,2
91,1,0,0
92,1,0,2
93,1,0,2
94,1,0,3
95,0,3,3
96,1,1,3
97,0,2,3
98,0,3,3
99,1,1,1
100,0,3,3
101,0,3,2
102,0,3,2
103,0,3,2
104,1,0,2
105,0,3,2
106,0,3,2
107,0,3,2
108,0,3,3
109,0,3,3
110,1,0,2
111,1,1,1
112,1,0,0
113,0,3,2
114,0,3,3
115,0,2,1
116,1,1,2
117,1,1,0
118,0,3,3
119,1,1,1
120,1,1,1
121,0,2,3
122,0,3,3
123,1,0,0
124,0,2,3
125,1,1,0
126,1,0,2
127,1,0,0
128,1,1,2
129,1,1,2
130,1,1,1
131,1,0,1
132,0,3,3
133,1,0,1
134,1,1,1
135,1,1,2
136,0,3,3
137,0,2,2
138,1,0,2
139,1,1,2
140,1,1,0
141,1,1,1
142,1,0,3
143,1,1,1
144,1,0,0
145,1,0,0
146,0,2,2
147,1,0,1
148,0,3,2
149,1,1,0
150,0,3,3
151,1,1,1
152,0,3,3
153,0,3,2
154,1,0,0
155,1,0,1
156,0,3,3
157,0,3,2
158,0,2,3
159,0,2,2
160,1,0,1
161,1,2,2
162,0,2,1
163,1,1,3
164,1,1,2
165,1,0,2
166,1,0,1
167,1,0,1
168,0,3,3
169,1,1,3
170,0,3,2
171,0,2,3
172,1,0,2
173,0,3,2
174,1,0,1
175,0,3,3
176,0,2,3
