Variable,A,A,B,B,B,B,C,C,C,C
Value,0,1,0,1,2,3,0,1,2,3
0,0.5728046093439961,0.4271953906560039,0.3442808279125501,0.0,0.3114383441748999,0.3442808279125501,0.0,1.0,0.0,0.0
1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2,0.5,0.5,0.6085829350355609,0.0,0.0,0.391417064964439,0.0,0.0,0.0,1.0
3,0.0,1.0,0.41078025028690085,0.12376017699931925,0.05467932242687919,0.41078025028690085,0.476955236110216,0.476955236110216,0.0,0.04608952777956793
4,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0
5,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.5,0.0,0.0,0.5
6,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0
7,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
8,1.0,0.0,0.0,0.5,0.0,0.5,0.34894235415531055,0.34894235415531055,0.23051715636317835,0.07159813532620056
9,0.5,0.5,0.3385361533393782,0.32292769332124366,0.3385361533393782,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
10,0.5,0.5,0.0,0.0,0.15290755310528129,0.8470924468947187,0.0,0.0,0.5,0.5
11,1.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
12,0.0,1.0,0.5,0.5,0.0,0.0,0.5400115168508467,0.0,0.0,0.45998848314915325
13,0.0,1.0,0.49236859047174963,0.49236859047174963,0.0,0.015262819056500688,0.25,0.25,0.25,0.25
14,0.008067089378791524,0.9919329106212085,0.5898205921732096,0.0,0.4101794078267904,0.0,0.0,0.5,0.5,0.0
15,1.0,0.0,0.2904071949475784,0.0,0.0,0.7095928050524216,0.0,0.0,1.0,0.0
16,0.5,0.5,0.484633060850834,0.484633060850834,0.0,0.03073387829833207,0.5,0.0,0.0,0.5
17,0.5,0.5,0.1429940462360617,0.4351632425764119,0.42184271118752636,0.0,0.517809674535939,0.48219032546406104,0.0,0.0
18,0.5,0.5,0.7474179113968437,0.0,0.0,0.2525820886031564,0.0,0.0,1.0,0.0
19,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
20,1.0,0.0,0.25,0.25,0.25,0.25,0.5,0.5,0.0,0.0
21,1.0,0.0,0.5,0.0,0.5,0.0,0.3663662132252558,0.6336337867747441,0.0,0.0
22,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.2959555288849275,0.2959555288849275,0.11213341334521744,0.2959555288849275
23,0.5,0.5,0.7420255565258018,0.06194691325617798,0.19602753021802025,0.0,0.0,0.0,0.6995889383845967,0.30041106161540343
24,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8595168889293491,0.14048311107065084,0.0,0.0
25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.0,0.0
26,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
27,1.0,0.0,0.0,0.22338000950171916,0.0,0.7766199904982808,0.490840070952612,0.490840070952612,0.0,0.01831985809477592
28,0.5,0.5,0.0,0.42848750151243814,0.24821944025660336,0.3232930582309584,0.3201523964571384,0.039542810628584814,0.3201523964571384,0.3201523964571384
29,0.02224721883477822,0.9777527811652217,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.25
30,0.5,0.5,0.0,0.9030081607833643,0.0,0.09699183921663579,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
31,0.5,0.5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
32,1.0,0.0,0.41240134108455745,0.0,0.17519731783088496,0.41240134108455745,0.0,0.14725213580151386,0.0,0.8527478641984861
33,1.0,0.0,1.0,0.0,0.0,0.0,0.41704032856592854,0.0,0.16591934286814305,0.41704032856592854
34,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
36,0.5606889400893816,0.4393110599106184,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,0.8326275980541479,0.16737240194585212,0.13900836469973232,0.43049581765013384,0.0,0.43049581765013384,0.25,0.25,0.25,0.25
38,1.0,0.0,0.3890581833179107,0.3890581833179107,0.22188363336417857,0.0,0.3640839318245503,0.0,0.6359160681754497,0.0
39,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.7692054902194495,0.0,0.23079450978055052
40,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0
41,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
42,0.8300586872070252,0.1699413127929748,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0
43,0.0,1.0,0.2781877473928532,0.2781877473928532,0.16543675782144038,0.2781877473928532,0.6626313629755383,0.3373686370244617,0.0,0.0
