,A,B,C
0,0,3,3
1,0,3,2
2,0,2,3
3,1,1,2
4,1,1,0
5,1,1,3
6,1,1,3
7,1,0,0
8,1,1,0
9,1,0,0
10,0,3,3
11,1,1,0
12,1,1,1
13,1,0,0
14,1,0,3
15,0,3,2
16,1,1,1
17,1,1,0
18,1,0,2
19,1,1,1
20,1,1,2
21,1,0,1
22,1,0,3
23,1,1,2
24,0,2,3
25,1,0,0
26,1,1,0
27,0,3,2
28,0,3,2
29,1,0,2
30,1,0,1
31,0,2,3
32,1,1,1
33,1,2,0
34,0,2,3
35,1,1,3
36,1,2,2
37,0,3,3
38,1,1,0
39,0,3,3
40,0,2,3
41,1,0,2
42,1,1,2
43,1,0,2
44,0,3,3
45,1,1,3
46,1,1,2
47,0,2,2
48,1,1,2
49,1,0,1
50,1,0,1
51,0,3,2
52,1,0,0
53,1,1,0
54,1,1,1
55,0,2,1
56,0,3,1
57,1,0,2
58,0,3,2
59,0,3,2
60,0,2,2
61,1,1,3
62,1,0,2
63,1,0,2
64,0,2,1
65,1,1,2
66,1,0,1
67,0,2,2
68,1,0,2
69,0,3,2
70,0,3,1
71,0,3,2
72,1,0,3
73,0,3,2
74,1,0,0
75,0,3,2
76,1,0,0
77,1,1,0
78,1,0,1
79,1,1,0
80,0,3,3
81,1,0,0
82,1,2,3
83,1,1,1
84,1,0,1
85,0,3,2
86,0,3,3
87,1,1,2
88,0,3,3
89,0,2,3
90,0,3,2
91,0,2,2
92,1,1,0
93,0,3,3
94,1,0,1
95,0,2,2
96,0,3,3
97,1,1,1
98,0,3,3
99,0,3,2
100,0,2,2
101,1,0,1
102,1,0,2
103,0,3,3
104,0,3,3
105,0,3,2
106,1,1,2
107,0,3,3
108,1,0,1
109,1,1,1
110,0,2,1
111,0,3,1
112,0,3,3
113,1,1,2
114,0,3,2
115,1,1,0
116,0,2,2
117,0,3,2
118,1,0,3
119,0,2,1
120,0,2,2
121,1,1,0
122,1,1,1
123,1,0,1
124,0,2,3
125,1,0,2
126,1,0,0
127,1,1,1
128,0,2,1
129,1,1,2
130,0,2,3
131,0,2,1
132,0,2,3
133,0,2,1
134,1,1,3
135,0,2,1
136,1,0,1
137,1,0,0
138,1,1,2
139,0,3,3
140,1,1,1
141,0,3,3
142,1,1,3
143,1,1,2
144,1,1,1
145,1,1,1
146,1,0,1
147,0,2,2
148,0,3,3
149,1,1,1
150,1,0,0
151,0,3,3
152,0,2,3
153,1,1,3
154,1,0,0
155,1,0,0
156,1,1,3
157,1,1,2
158,1,1,0
159,1,0,1
160,0,3,3
161,1,0,0
162,1,0,1
163,1,1,2
164,1,1,1
165,0,2,2
166,1,0,0
167,0,2,3
168,1,1,0
169,0,2,3
170,0,3,2
171,1,0,0
172,0,2,2
173,1,1,0
174,1,0,0
175,0,2,2
176,0,3,3
177,1,1,3
178,1,1,1
179,0,2,1
180,1,1,3
181,0,3,3
182,1,1,0
183,1,0,0
184,1,1,1
185,1,0,1
186,1,1,1
187,1,0,0
188,1,1,2
189,1,0,3
190,1,0,2
191,1,0,1
192,1,0,3
193,1,0,2
194,0,2,2
195,0,2,2
196,1,0,0
197,0,3,3
198,1,1,3
199,1,0,1
200,1,0,2
201,1,1,2
202,0,3,2
203,0,3,2
204,0,3,3
205,1,0,3
206,1,1,0
207,1,0,1
208,1,0,0
209,1,0,0
210,1,1,2
211,1,0,2
212,1,1,2
213,1,0,0
214,1,1,1
215,0,3,3
216,1,0,2
217,1,0,1
218,0,3,3
219,1,1,0
220,0,3,3
221,1,1,0
222,0,3,2
223,1,0,2
224,1,1,0
225,0,2,2
226,1,1,1
227,1,1,0
228,1,1,3
229,1,1,2
230,0,3,2
231,1,0,1
232,1,1,1
233,1,1,0
234,0,2,3
235,0,2,1
236,1,1,0
237,1,1,1
238,1,1,2
239,1,0,2
240,1,2,2
241,0,3,3
242,1,1,0
243,1,0,2
244,0,3,3
245,0,2,3
246,1,1,1
247,1,1,1
248,0,2,2
249,1,2,1
250,0,3,3
251,0,3,3
252,0,3,3
253,0,2,3
254,1,0,0
255,0,2,3
256,1,1,1
257,1,1,2
258,1,0,1
259,1,0,3
260,0,2,1
261,0,2,2
262,1,1,2
263,0,3,1
264,0,2,2
265,0,2,2
266,0,2,3
267,1,0,1
268,0,2,2
269,0,2,2
270,0,3,3
271,1,0,1
272,1,1,1
273,1,1,1
274,1,2,3
275,1,1,1
276,1,0,1
277,1,0,2
278,0,3,2
279,1,0,3
280,1,1,3
281,1,0,1
282,1,0,3
283,1,0,1
284,0,2,3
285,1,1,1
286,1,0,2
287,1,0,0
288,1,0,0
289,0,2,2
290,0,3,2
291,0,3,2
292,0,3,2
293,1,1,1
294,0,2,1
295,0,3,3
296,1,1,3
297,1,1,1
298,1,1,0
299,0,2,2
300,1,1,2
301,1,0,2
302,0,2,3
303,1,2,2
304,1,0,0
305,0,3,3
306,1,0,3
307,0,3,1
308,1,0,1
309,1,0,0
310,1,2,2
311,1,0,3
312,0,3,2
313,1,0,1
314,1,0,1
315,0,3,3
316,0,3,2
317,0,2,3
318,1,1,1
319,0,3,2
320,1,0,1
321,0,2,1
322,0,3,3
323,1,1,0
324,1,0,2
325,1,1,1
326,1,0,2
327,1,1,1
328,1,0,2
329,0,2,3
330,0,2,2
331,0,2,3
332,1,0,3
333,0,3,3
334,0,2,2
335,1,0,1
336,1,0,0
337,0,2,2
338,0,2,3
339,1,1,2
340,0,3,3
341,1,0,3
342,0,3,3
343,1,0,2
344,1,0,1
345,0,3,2
346,0,3,3
347,0,3,2
348,0,2,3
349,0,3,1
350,1,0,2
351,0,2,2
352,0,3,3
353,0,3,2
354,1,0,1
355,1,0,1
356,0,3,2
357,1,0,0
358,0,2,2
359,1,0,1
360,0,3,2
361,1,1,1
362,1,0,0
363,1,0,1
364,0,3,3
365,1,0,1
366,0,3,2
367,0,2,2
368,1,0,0
369,1,0,0
370,0,3,3
371,1,1,1
372,1,2,3
373,0,3,3
374,1,1,2
375,0,3,3
376,0,3,3
377,0,2,1
378,0,2,2
379,1,0,3
380,1,0,0
381,0,3,3
382,0,2,3
383,1,0,0
384,1,1,2
385,0,3,2
386,1,1,1
387,1,0,1
388,0,3,3
389,1,1,1
390,0,2,3
391,0,2,3
392,1,1,1
393,1,1,1
394,1,1,0
395,1,1,2
396,0,2,3
397,1,0,1
398,1,1,1
399,0,3,3
400,1,0,1
401,1,2,1
402,1,1,0
403,0,2,2
404,0,3,3
405,1,0,3
406,1,1,0
407,1,1,1
408,0,2,3
409,1,1,3
410,0,3,3
411,1,1,2
412,0,2,2
413,0,3,3
414,1,0,1
415,1,1,3
416,0,3,1
417,0,2,2
418,0,3,2
419,0,3,3
420,1,0,2
421,1,0,0
422,0,3,2
423,0,3,3
424,0,3,3
425,1,1,3
426,1,0,1
427,0,3,3
428,0,3,3
429,0,3,2
430,1,0,2
431,0,3,3
432,1,0,0
433,0,2,3
434,1,1,3
435,0,2,1
436,1,1,0
437,0,3,2
438,1,1,0
439,0,3,2
440,0,3,3
441,0,3,3
442,0,3,3
443,0,2,3
444,1,0,0
445,1,1,1
446,1,1,0
447,1,1,1
448,1,0,2
449,0,2,1
450,1,0,2
451,0,3,3
452,0,3,2
453,0,3,3
454,1,0,3
455,1,1,3
456,1,1,3
457,1,1,1
458,1,1,3
459,0,2,3
460,0,2,1
461,1,1,3
462,1,0,3
463,0,3,3
464,1,1,1
465,1,0,3
466,1,0,1
467,0,2,2
468,0,2,2
469,0,3,2
470,0,3,3
471,1,1,3
472,1,1,1
473,0,2,3
474,1,0,3
475,1,0,2
476,1,0,2
477,0,2,1
478,1,0,3
479,0,3,2
480,1,0,2
481,1,2,2
482,0,3,3
483,1,1,2
484,1,1,2
485,1,1,1
486,0,3,1
487,1,1,2
488,0,3,2
489,0,3,2
490,0,3,2
491,0,2,3
492,1,1,3
493,0,3,2
494,1,1,3
495,1,1,1
496,0,3,3
497,1,0,0
498,0,3,2
499,0,2,3
500,1,1,1
501,1,1,0
502,0,2,2
503,1,0,3
504,0,2,3
505,0,3,3
506,0,2,3
507,0,3,2
508,1,1,1
509,1,1,1
510,0,3,2
511,0,2,3
512,1,0,1
513,1,0,3
514,1,1,0
515,1,1,2
516,1,1,2
517,0,3,3
518,1,0,0
519,1,1,2
520,1,1,0
521,1,1,3
522,0,2,1
523,1,0,1
524,0,2,1
525,0,2,3
526,1,1,1
527,1,1,1
528,1,1,1
529,1,1,1
530,0,3,3
531,1,0,1
532,0,3,2
533,1,0,1
534,1,1,2
535,1,0,0
536,1,0,3
537,1,1,0
538,1,0,0
539,1,0,0
540,1,1,2
541,0,3,2
542,1,1,0
543,1,0,1
544,1,0,2
545,1,0,2
546,1,0,0
547,1,1,1
548,1,1,1
549,1,1,0
550,1,1,1
551,0,3,1
552,0,3,3
553,0,2,3
554,1,0,2
555,0,2,2
556,0,3,3
557,1,0,3
558,1,1,2
559,1,1,2
560,1,0,2
561,1,0,3
562,1,0,1
563,1,1,1
564,1,1,2
565,1,1,1
566,0,2,2
567,0,3,3
568,1,0,1
569,0,2,2
570,1,0,1
571,1,0,1
572,0,2,2
573,1,0,2
574,0,3,3
575,0,3,1
576,1,1,2
577,1,1,1
578,1,1,3
579,1,0,2
580,1,1,1
581,1,1,1
582,1,0,0
583,1,2,2
584,0,3,3
585,1,0,0
586,0,2,1
587,1,1,0
588,0,3,2
589,1,0,2
590,1,1,1
591,0,3,3
592,1,0,3
593,1,0,2
594,0,2,3
595,1,1,2
596,1,0,2
597,1,0,2
598,0,3,3
599,0,3,3
600,1,1,1
601,0,3,2
602,0,3,3
603,1,0,0
604,0,2,3
605,1,1,1
606,1,1,1
607,1,1,1
608,0,3,1
609,1,1,2
610,1,1,1
611,0,2,2
612,0,3,2
613,0,2,1
614,1,0,2
615,1,1,1
616,1,0,3
617,1,1,1
618,0,3,3
619,1,1,0
620,1,1,1
621,1,0,0
622,1,1,1
623,0,2,3
624,1,1,3
625,0,3,3
626,1,1,1
627,1,1,0
628,0,2,2
629,0,3,2
630,0,2,2
631,1,1,3
632,0,2,2
633,1,0,0
634,0,3,2
635,1,0,2
636,1,0,2
637,0,3,3
638,1,1,1
639,0,3,3
640,0,2,2
641,0,2,2
642,1,0,1
643,0,3,3
644,1,1,0
645,0,2,3
646,0,3,3
647,0,2,2
648,1,1,2
649,1,0,3
650,0,3,3
651,0,2,3
652,1,0,0
653,0,3,3
654,1,0,1
655,1,0,0
656,1,0,1
657,1,2,2
658,1,2,2
659,0,3,3
660,0,2,3
661,0,2,3
662,0,3,3
663,1,0,0
664,1,1,1
665,0,3,3
666,1,0,0
667,1,1,3
668,1,1,1
669,1,0,0
670,1,1,2
671,1,0,3
672,0,2,3
673,0,3,3
674,0,2,3
675,0,3,2
676,1,0,0
677,0,2,3
678,1,0,2
679,1,1,1
680,1,1,2
681,0,3,3
682,0,3,3
683,0,3,2
684,0,3,3
685,1,1,1
686,1,1,2
687,0,2,0
688,0,3,3
689,1,0,2
690,0,2,2
691,1,0,3
692,0,2,1
693,1,1,2
694,0,3,2
695,0,3,3
696,1,0,0
697,0,3,3
698,1,1,0
699,0,2,1
700,0,3,3
701,0,3,3
702,1,1,3
703,1,0,1
704,0,2,1
705,1,0,3
706,1,0,2
707,1,1,2
708,1,1,2
709,1,0,1
710,0,3,2
711,0,3,3
712,1,1,2
713,0,2,1
714,1,1,0
715,0,2,3
716,1,1,1
717,0,2,2
718,1,1,1
719,1,0,2
720,1,0,1
721,0,3,2
722,0,3,3
723,0,2,2
724,0,2,3
725,1,1,2
726,1,1,1
727,1,0,0
728,1,1,1
729,0,2,3
730,1,1,1
731,1,0,2
732,1,0,2
733,1,1,0
734,1,1,0
735,1,1,1
736,1,0,3
737,0,2,1
738,1,1,3
739,1,0,2
740,1,1,1
741,1,2,3
742,1,1,1
743,0,3,3
744,0,3,3
745,1,0,3
746,1,0,0
747,1,0,0
748,0,3,2
749,0,3,1
750,1,0,2
751,1,0,0
752,1,0,2
753,0,3,3
754,1,1,3
755,1,1,1
756,1,1,0
757,1,2,2
758,0,2,2
759,1,1,1
760,0,3,3
761,1,1,2
762,0,3,2
763,1,0,3
764,0,3,3
765,1,0,0
766,0,3,3
767,0,3,3
768,1,1,1
769,1,0,1
770,1,1,1
771,0,3,2
772,0,3,3
773,1,0,2
774,1,0,1
775,0,3,3
776,1,0,1
777,0,2,2
778,0,2,2
779,1,0,2
780,1,0,2
781,0,3,2
782,0,3,3
783,0,2,3
784,1,1,1
785,1,0,0
786,0,3,3
787,0,2,2
788,1,1,1
789,1,1,2
790,0,3,3
791,1,0,0
792,0,3,3
793,1,1,1
794,0,3,3
795,0,3,3
796,1,1,1
797,0,2,3
798,0,3,2
799,0,3,3
800,1,1,1
801,0,3,1
802,1,0,1
803,0,2,3
804,0,3,3
805,0,2,1
806,1,1,2
807,1,0,1
808,0,2,3
809,0,3,2
810,1,0,0
811,1,0,0
812,0,2,2
813,1,0,1
814,1,1,0
815,0,3,3
816,0,2,2
817,0,2,2
