,0,1,2,3,4,5,6,7,8,9
0,0.5865147,0.4134853,0.22301732,0.2607493,0.16671607,0.34951726,0.057703972,0.7062723,0.13632445,0.099699356
1,0.10778948,0.89221054,0.68722874,0.10154297,0.1313711,0.0798572,0.10373562,0.07916842,0.35702467,0.4600713
2,0.3152937,0.6847063,0.498096,0.12875141,0.25869802,0.1144546,0.07671535,0.14164579,0.16524278,0.61639607
3,0.06959968,0.93040025,0.34085834,0.22781344,0.12537715,0.30595112,0.3019928,0.39609796,0.13782921,0.16408007
4,0.83135945,0.16864058,0.07823349,0.656805,0.19458398,0.0703775,0.30254942,0.2305547,0.3186529,0.14824294
5,0.07064437,0.9293556,0.32207033,0.27460644,0.21483102,0.18849213,0.27462757,0.14662781,0.18140036,0.3973443
6,0.855463,0.14453696,0.09491798,0.37524864,0.30394655,0.22588693,0.6690442,0.1599497,0.10249517,0.068510875
7,0.084953375,0.9150467,0.31643346,0.33005968,0.2725298,0.08097701,0.06110196,0.0993212,0.11556488,0.72401196
8,0.84554416,0.15445583,0.08949444,0.42869237,0.2604439,0.2213693,0.21040545,0.41180372,0.26310727,0.114683494
9,0.4578829,0.5421172,0.24396588,0.35341084,0.2706085,0.13201475,0.19899787,0.21765934,0.17464843,0.40869442
10,0.46555534,0.53444463,0.09752052,0.0862163,0.27360246,0.5426607,0.07148207,0.18933785,0.4990102,0.2401699
11,0.8540871,0.14591283,0.19730847,0.3147246,0.31958196,0.16838498,0.16435742,0.29424173,0.29685974,0.24454114
12,0.07471739,0.92528254,0.41576704,0.30992764,0.17228933,0.10201607,0.3314455,0.12050412,0.16336726,0.38468304
13,0.0752634,0.92473656,0.42650726,0.33008233,0.13187438,0.11153611,0.1902974,0.21201003,0.23857461,0.35911795
14,0.120728076,0.879272,0.46575555,0.20362467,0.1519781,0.17864166,0.1080056,0.23545943,0.3665689,0.2899661
15,0.8539087,0.14609133,0.21407695,0.1045661,0.24457696,0.43677995,0.062386323,0.13037886,0.7344844,0.07275046
16,0.45279226,0.5472077,0.40574825,0.26931256,0.2332205,0.09171863,0.29680568,0.13664888,0.17972143,0.386824
17,0.49316862,0.50683135,0.12315333,0.4600418,0.22888206,0.18792285,0.35851458,0.29504862,0.14787456,0.19856225
