"JSDu, surgical_case_durations NO_ADDED_NOISE    sigma    0",0.0
"JSDu, LBP RA NO_ADDED_NOISE    sigma    0",0.0
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=4    sigma    0",0.0
"JSDu, LBP RA NO_ADDED_NOISE SD=4    sigma    0",0.0
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=100    sigma    0",0.0
"JSDu, LBP RA NO_ADDED_NOISE SD=100    sigma    0",0.0
"JSD, surgical_case_durations    sigma    0.005",19.0
"JSD, surgical_case_durations    sigma    0.01",1003.0
"JSD, surgical_case_durations    sigma    0.02",4320.0
"JSD, surgical_case_durations    sigma    0.05",10800.0
"JSD, surgical_case_durations    sigma    0.1",17978.0
"JSD, surgical_case_durations    sigma    0.2",26086.0
"JSD, surgical_case_durations    missing_entry    0.001",50.0
"JSD, surgical_case_durations    missing_entry    0.005",271.0
"JSD, surgical_case_durations    missing_entry    0.01",491.0
"JSD, surgical_case_durations    missing_entry    0.05",2613.0
"JSD, surgical_case_durations    missing_entry    0.1",5411.0
"JSD, surgical_case_durations    missing_entry    0.5",27604.0
"JSD, surgical_case_durations    missing_entry_combined    0.001",4664.0
"JSD, surgical_case_durations    missing_entry_combined    0.005",4822.0
"JSD, surgical_case_durations    missing_entry_combined    0.01",4734.0
"JSD, surgical_case_durations    missing_entry_combined    0.05",6699.0
"JSD, surgical_case_durations    missing_entry_combined    0.1",9287.0
"JSD, surgical_case_durations    missing_entry_combined    0.5",28846.0
"JSDu, surgical_case_durations    sigma    0.005",35.0
"JSDu, surgical_case_durations    sigma    0.01",1624.0
"JSDu, surgical_case_durations    sigma    0.02",10352.0
"JSDu, surgical_case_durations    sigma    0.05",26549
"JSDu, surgical_case_durations    sigma    0.1",39480
"JSDu, surgical_case_durations    sigma    0.2",51318
"JSDu, surgical_case_durations    missing_entry    0.001",60
"JSDu, surgical_case_durations    missing_entry    0.005",282
"JSDu, surgical_case_durations    missing_entry    0.01",539
"JSDu, surgical_case_durations    missing_entry    0.05",2821
"JSDu, surgical_case_durations    missing_entry    0.1",6156
