"JSDu, surgical_case_durations NO_ADDED_NOISE    sigma    0",120449.0,120447.0,120444.0
"JSDu, LBP RA NO_ADDED_NOISE    sigma    0",52830.0,52828.0,52814.0
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=4    sigma    0",120390.0,120449.0,120459.0
"JSDu, LBP RA NO_ADDED_NOISE SD=4    sigma    0",52849.0,52892.0,52848.0
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=100    sigma    0",120362.0,120403.0,120131.0
"JSDu, LBP RA NO_ADDED_NOISE SD=100    sigma    0",52778.0,52792.0,52803.0
"JSD, surgical_case_durations    sigma    0.005",115099.0,115560.0,115244.0
"JSD, surgical_case_durations    sigma    0.01",107692.0,108189.0,107543.0
"JSD, surgical_case_durations    sigma    0.02",88143.0,87961.0,88437.0
"JSD, surgical_case_durations    sigma    0.05",60307.0,60867.0,60909.0
"JSD, surgical_case_durations    sigma    0.1",42403.0,42238.0,42581.0
"JSD, surgical_case_durations    sigma    0.2",28830.0,28808.0,29008.0
"JSD, surgical_case_durations    missing_entry    0.001",119229.0,118606.0,118842.0
"JSD, surgical_case_durations    missing_entry    0.005",118395.0,118346.0,117983.0
"JSD, surgical_case_durations    missing_entry    0.01",117708.0,118047.0,117481.0
"JSD, surgical_case_durations    missing_entry    0.05",113045.0,113111.0,113213.0
"JSD, surgical_case_durations    missing_entry    0.1",106846.0,107277.0,106916.0
"JSD, surgical_case_durations    missing_entry    0.5",56604.0,56670.0,56597.0
"JSD, surgical_case_durations    missing_entry_combined    0.001",88261.0,88306.0,88082.0
"JSD, surgical_case_durations    missing_entry_combined    0.005",87841.0,87220.0,88103.0
"JSD, surgical_case_durations    missing_entry_combined    0.01",87677.0,88545.0,87044.0
"JSD, surgical_case_durations    missing_entry_combined    0.05",83117.0,83667.0,83869.0
"JSD, surgical_case_durations    missing_entry_combined    0.1",77986.0,79010.0,79528.0
"JSD, surgical_case_durations    missing_entry_combined    0.5",40161.0,39545.0
"JSDu, surgical_case_durations    sigma    0.005",119473.0,119491.0
"JSDu, surgical_case_durations    sigma    0.01",112682.0,112403.0
"JSDu, surgical_case_durations    sigma    0.02",95667.0,95399.0
"JSDu, surgical_case_durations    sigma    0.05",71143.0,71298.0
"JSDu, surgical_case_durations    sigma    0.1",53120.0,53305.0
"JSDu, surgical_case_durations    sigma    0.2",36297.0,36350.0
"JSDu, surgical_case_durations    missing_entry    0.001",120372.0,120340.0
"JSDu, surgical_case_durations    missing_entry    0.005",119860.0,119847.0
"JSDu, surgical_case_durations    missing_entry    0.01",119300.0,119277.0
"JSDu, surgical_case_durations    missing_entry    0.05",114445.0,114429.0
"JSDu, surgical_case_durations    missing_entry    0.1",108422.0,108545.0
"JSDu, surgical_case_durations    missing_entry    0.5",60203.0,60389.0
"JSDu, surgical_case_durations    missing_entry_combined    0.001",95545.0,95605.0
"JSDu, surgical_case_durations    missing_entry_combined    0.005",94926.0,95125.0
"JSDu, surgical_case_durations    missing_entry_combined    0.01",94311.0,94412.0
"JSDu, surgical_case_durations    missing_entry_combined    0.05",90847.0,91028.0
"JSDu, surgical_case_durations    missing_entry_combined    0.1",86390.0,85948.0
"JSDu, surgical_case_durations    missing_entry_combined    0.5",48265.0,48169.0
"JSD, LBP RA    sigma    0.005",50190.0,49575.0
"JSD, LBP RA    sigma    0.01",45274.0,44842.0
"JSD, LBP RA    sigma    0.02",35986.0,34682.0
"JSD, LBP RA    sigma    0.05",20008.0,19781.0
"JSD, LBP RA    sigma    0.1",11330.0,11361.0
"JSD, LBP RA    sigma    0.2",9059.0,9098.0
"JSD, LBP RA    missing_entry    0.001",52199.0,52357.0
"JSD, LBP RA    missing_entry    0.005",52067.0,51751.0
"JSD, LBP RA    missing_entry    0.01",51775.0,51760.0
