"JSDu, surgical_case_durations NO_ADDED_NOISE    sigma    0",0.0,0.0,0.0
"JSDu, LBP RA NO_ADDED_NOISE    sigma    0",0.0,0.0,0.0
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=4    sigma    0",0.0,0.0,0.0
"JSDu, LBP RA NO_ADDED_NOISE SD=4    sigma    0",0.0,0.0,0.0
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=100    sigma    0",0.0,0.0,0.0
"JSDu, LBP RA NO_ADDED_NOISE SD=100    sigma    0",0.0,0.0,0.0
"JSD, surgical_case_durations    sigma    0.005",20.0,25.0,19.0
"JSD, surgical_case_durations    sigma    0.01",1219.0,1246.0,1227.0
"JSD, surgical_case_durations    sigma    0.02",5157.0,5120.0,5374.0
"JSD, surgical_case_durations    sigma    0.05",10939.0,10476.0,11091.0
"JSD, surgical_case_durations    sigma    0.1",17159.0,17206.0,16825.0
"JSD, surgical_case_durations    sigma    0.2",25166.0,24584.0,25525.0
"JSD, surgical_case_durations    missing_entry    0.001",76.0,56.0,67.0
"JSD, surgical_case_durations    missing_entry    0.005",340.0,294.0,322.0
"JSD, surgical_case_durations    missing_entry    0.01",671.0,691.0,675.0
"JSD, surgical_case_durations    missing_entry    0.05",3162.0,3150.0,3142.0
"JSD, surgical_case_durations    missing_entry    0.1",5964.0,5919.0,6021.0
"JSD, surgical_case_durations    missing_entry    0.5",27325.0,27132.0,27217.0
"JSD, surgical_case_durations    missing_entry_combined    0.001",5187.0,5353.0,5264.0
"JSD, surgical_case_durations    missing_entry_combined    0.005",5231.0,5223.0,5214.0
"JSD, surgical_case_durations    missing_entry_combined    0.01",5605.0,5983.0,5742.0
"JSD, surgical_case_durations    missing_entry_combined    0.05",7416.0,7531.0,7362.0
"JSD, surgical_case_durations    missing_entry_combined    0.1",9780.0,9634.0,9962.0
"JSD, surgical_case_durations    missing_entry_combined    0.5",29551.0,29140.0
"JSDu, surgical_case_durations    sigma    0.005",76.0,84.0
"JSDu, surgical_case_durations    sigma    0.01",3703.0,3772.0
"JSDu, surgical_case_durations    sigma    0.02",15313.0,15891.0
"JSDu, surgical_case_durations    sigma    0.05",32014.0,31129.0
"JSDu, surgical_case_durations    sigma    0.1",43258.0,44019.0
"JSDu, surgical_case_durations    sigma    0.2",55284.0,55453.0
"JSDu, surgical_case_durations    missing_entry    0.001",66.0,71.0
"JSDu, surgical_case_durations    missing_entry    0.005",375.0,410.0
"JSDu, surgical_case_durations    missing_entry    0.01",764.0,724.0
"JSDu, surgical_case_durations    missing_entry    0.05",4140.0,4250.0
"JSDu, surgical_case_durations    missing_entry    0.1",8745.0,8581.0
"JSDu, surgical_case_durations    missing_entry    0.5",43628.0,42485.0
"JSDu, surgical_case_durations    missing_entry_combined    0.001",15018.0,15197.0
"JSDu, surgical_case_durations    missing_entry_combined    0.005",15784.0,15905.0
"JSDu, surgical_case_durations    missing_entry_combined    0.01",16361.0,16156.0
"JSDu, surgical_case_durations    missing_entry_combined    0.05",18619.0,18180.0
"JSDu, surgical_case_durations    missing_entry_combined    0.1",21541.0,22370.0
"JSDu, surgical_case_durations    missing_entry_combined    0.5",48724.0,49217.0
"JSD, LBP RA    sigma    0.005",24.0,16.0
"JSD, LBP RA    sigma    0.01",828.0,908.0
"JSD, LBP RA    sigma    0.02",3496.0,3557.0
"JSD, LBP RA    sigma    0.05",10467.0,10828.0
"JSD, LBP RA    sigma    0.1",17946.0,18075.0
"JSD, LBP RA    sigma    0.2",20703.0,20868.0
"JSD, LBP RA    missing_entry    0.001",23.0,33.0
"JSD, LBP RA    missing_entry    0.005",151.0,145.0
"JSD, LBP RA    missing_entry    0.01",310.0,300.0
"JSD, LBP RA    missing_entry    0.05",1401.0,1415.0
"JSD, LBP RA    missing_entry    0.1",2773.0,2729.0
"JSD, LBP RA    missing_entry    0.5",12718.0,12616.0
"JSD, LBP RA    missing_entry_combined    0.001",3556.0,3613.0
"JSD, LBP RA    missing_entry_combined    0.005",3596.0,3308.0
"JSD, LBP RA    missing_entry_combined    0.01",3741.0,3852.0
"JSD, LBP RA    missing_entry_combined    0.05",4640.0,4616.0
"JSD, LBP RA    missing_entry_combined    0.1",5827.0,5547.0
"JSD, LBP RA    missing_entry_combined    0.5",14609.0,14464.0
"JSDu, LBP RA    sigma    0.005",18.0,23.0
"JSDu, LBP RA    sigma    0.01",1380.0,1426.0
"JSDu, LBP RA    sigma    0.02",5954.0,5921.0
"JSDu, LBP RA    sigma    0.05",16649.0,16632.0
"JSDu, LBP RA    sigma    0.1",26342.0,26888.0
"JSDu, LBP RA    sigma    0.2",31449.0,31975.0
"JSDu, LBP RA    missing_entry    0.001",24.0,34.0
"JSDu, LBP RA    missing_entry    0.005",142.0,141.0
"JSDu, LBP RA    missing_entry    0.01",312.0,300.0
"JSDu, LBP RA    missing_entry    0.05",1663.0,1634.0
"JSDu, LBP RA    missing_entry    0.1",3242.0,3303.0
"JSDu, LBP RA    missing_entry    0.5",16631.0,16618.0
"JSDu, LBP RA    missing_entry_combined    0.001",6017.0,5968.0
"JSDu, LBP RA    missing_entry_combined    0.005",6218.0,5989.0
"JSDu, LBP RA    missing_entry_combined    0.01",6214.0,5935.0
"JSDu, LBP RA    missing_entry_combined    0.05",7244.0,7371.0
"JSDu, LBP RA    missing_entry_combined    0.1",8813.0,8783.0
"JSDu, LBP RA    missing_entry_combined    0.5",20943.0,20145.0
