,0,1,2,3,4,5,6,7,8,9
0,4.9287195e-07,0.9999995,0.0013022833,0.99866295,3.2697728e-05,2.0743907e-06,0.00029231032,0.00010436579,0.0027410733,0.9968623
1,0.9999999,9.054828e-08,2.973424e-11,1.7615451e-10,1.0,2.5121967e-08,9.580901e-08,1.6124817e-07,0.9999509,4.8814458e-05
2,0.9999999,7.144471e-08,2.1718672e-11,1.4349615e-10,1.0,2.2781245e-08,7.982732e-08,1.3988476e-07,0.99995327,4.651815e-05
3,0.9999993,6.939744e-07,2.4457139e-09,4.0799839e-07,0.99999726,2.386041e-06,1.2382742e-05,0.9972324,0.0009906288,0.0017646771
4,4.2632672e-07,0.9999995,2.2630227e-05,0.999961,1.3812606e-05,2.4936314e-06,6.7319175e-05,0.9996037,0.0003231077,5.960995e-06
5,0.9999999,7.109915e-08,2.1210622e-11,1.3393744e-10,1.0,2.1401245e-08,7.465578e-08,1.269084e-07,0.9999558,4.3963344e-05
6,5.2740152e-08,1.0,6.3561674e-05,0.99992085,1.4845043e-05,6.815349e-07,0.09771938,0.03593171,0.8521261,0.014222792
7,0.9937605,0.006239512,1.8409271e-05,5.277927e-06,0.99996984,6.4122164e-06,9.9293e-06,5.352894e-05,0.0008259556,0.9991105
8,5.873553e-07,0.9999994,0.001061286,0.99890316,3.35555e-05,2.060542e-06,0.0003290144,8.966123e-05,0.00284596,0.9967354
9,0.9999999,7.984292e-08,2.6451175e-11,1.5812752e-10,1.0,2.3845505e-08,8.0732384e-08,1.4142205e-07,0.9999529,4.6877973e-05
10,1.0440946e-07,0.9999999,0.00016716,0.99978334,4.0471667e-05,8.965525e-06,3.7588838e-05,5.118406e-06,0.99995637,9.526928e-07
11,4.1822557e-07,0.9999995,2.336339e-05,0.9999596,1.4486003e-05,2.5111183e-06,5.156085e-05,0.9996649,0.00027864313,4.919335e-06
12,0.9999995,5.212452e-07,1.5282348e-08,4.2360423e-08,0.9999994,6.1813915e-07,2.401237e-06,2.3693403e-06,0.00012203661,0.99987316
13,1.0562751e-07,0.9999999,0.00016934972,0.99978024,4.1186257e-05,9.1254615e-06,3.550698e-05,4.8968072e-06,0.99995863,9.0661246e-07
14,0.9999994,5.502763e-07,1.4250721e-08,4.2748884e-08,0.9999994,5.62814e-07,3.4969141e-06,2.8044417e-06,0.00015052927,0.9998431
15,0.99999976,1.899336e-07,1.6842992e-10,3.5073577e-09,1.0,5.0622e-08,0.00060827675,0.0012281074,0.51841724,0.4797464
16,3.2890927e-07,0.99999964,6.0623708e-05,0.9998727,5.9244838e-05,7.345476e-06,0.99941945,3.069986e-05,0.0005194412,3.0416337e-05
17,4.5991302e-07,0.9999995,0.0031545323,0.9966363,0.00014457859,6.46762e-05,6.030529e-06,0.99997044,2.2234779e-05,1.1925341e-06
18,4.0069483e-07,0.99999964,2.2345714e-05,0.9999614,1.3951328e-05,2.4395035e-06,5.618171e-05,0.9996427,0.0002960231,5.1140837e-06
19,3.5013178e-07,0.99999964,5.8593305e-05,0.99987423,5.9926773e-05,7.149278e-06,0.99943787,2.8615315e-05,0.00050258316,3.0928524e-05
