,0,1,2,3,4,5,6,7,8,9
0,0.027839802,0.9721602,0.12389835,0.8464095,0.00604308,0.023648972,0.07043924,0.8542557,0.038273994,0.037031114
1,0.014012267,0.9859877,0.87122464,0.06835474,0.0022606133,0.05816006,0.33293065,0.2661278,0.18376572,0.21717577
2,0.05654039,0.94345963,0.12038599,0.85159826,0.012802903,0.015212858,0.69610095,0.18403518,0.10531806,0.014545858
3,0.7371413,0.26285866,0.040295716,0.01079892,0.03131619,0.91758925,0.0058129453,0.00026802084,0.96224606,0.031673003
4,0.048167795,0.95183223,0.8293269,0.09976889,0.008003182,0.06290098,0.7710411,0.14416826,0.060092807,0.02469782
5,0.9833697,0.01663024,0.038343474,0.0013912112,0.03585573,0.92440957,0.0003716626,0.00047057934,0.0648242,0.9343335
6,0.8276063,0.1723936,0.08501735,0.108836174,0.7139502,0.092196204,0.27072224,0.37443286,0.20576651,0.14907847
7,0.048167795,0.95183223,0.8293269,0.09976889,0.008003182,0.06290098,0.7710411,0.14416826,0.060092807,0.02469782
8,0.9056434,0.09435664,0.04450951,0.07381581,0.41986698,0.46180767,0.013481481,0.0012994566,0.9264962,0.058722913
9,0.95589006,0.044109937,0.008790322,0.001985352,0.037202165,0.95202214,0.0044188895,9.580051e-05,0.97120124,0.02428407
10,0.9056434,0.09435664,0.04450951,0.07381581,0.41986698,0.46180767,0.013481481,0.0012994566,0.9264962,0.058722913
11,0.027839802,0.9721602,0.12389835,0.8464095,0.00604308,0.023648972,0.07043924,0.8542557,0.038273994,0.037031114
12,0.02646807,0.9735319,0.8234695,0.043476585,0.0017442801,0.13130963,0.012074353,0.03761772,0.13942671,0.8108812
13,0.048167795,0.95183223,0.8293269,0.09976889,0.008003182,0.06290098,0.7710411,0.14416826,0.060092807,0.02469782
14,0.03985147,0.9601485,0.13007246,0.85154575,0.004980564,0.013401179,0.020216191,0.061673585,0.2436045,0.6745057
15,0.17338668,0.82661337,0.8140396,0.06966386,0.019551339,0.09674519,0.78127164,0.11925146,0.06841499,0.031061994
16,0.23397037,0.7660296,0.21339956,0.5522038,0.10332214,0.13107446,0.078086466,0.85450196,0.044932503,0.022479177
17,0.95589006,0.044109937,0.008790322,0.001985352,0.037202165,0.95202214,0.0044188895,9.580051e-05,0.97120124,0.02428407
18,0.99366575,0.0063342256,0.014663475,0.018465053,0.85384595,0.113025464,0.010210701,0.0156121785,0.091002695,0.8831744
19,0.05654039,0.94345963,0.12038599,0.85159826,0.012802903,0.015212858,0.69610095,0.18403518,0.10531806,0.014545858
20,0.9741199,0.025880178,0.123334795,0.03714955,0.40311074,0.43640494,0.0016455713,0.004190486,0.059067376,0.93509656
21,0.17338668,0.82661337,0.8140396,0.06966386,0.019551339,0.09674519,0.78127164,0.11925146,0.06841499,0.031061994
22,0.027839802,0.9721602,0.12389835,0.8464095,0.00604308,0.023648972,0.07043924,0.8542557,0.038273994,0.037031114
23,0.027839802,0.9721602,0.12389835,0.8464095,0.00604308,0.023648972,0.07043924,0.8542557,0.038273994,0.037031114
24,0.023081178,0.9769189,0.05846723,0.932109,0.0042133695,0.0052103447,0.3188429,0.23700355,0.33751205,0.10664153
25,0.02646807,0.9735319,0.8234695,0.043476585,0.0017442801,0.13130963,0.012074353,0.03761772,0.13942671,0.8108812
26,0.048167795,0.95183223,0.8293269,0.09976889,0.008003182,0.06290098,0.7710411,0.14416826,0.060092807,0.02469782
27,0.95589006,0.044109937,0.008790322,0.001985352,0.037202165,0.95202214,0.0044188895,9.580051e-05,0.97120124,0.02428407
28,0.9833697,0.01663024,0.038343474,0.0013912112,0.03585573,0.92440957,0.0003716626,0.00047057934,0.0648242,0.9343335
29,0.008075754,0.9919242,0.78450173,0.14351656,0.004115282,0.06786645,0.074770555,0.8227021,0.04730528,0.05522211
30,0.02646807,0.9735319,0.8234695,0.043476585,0.0017442801,0.13130963,0.012074353,0.03761772,0.13942671,0.8108812
31,0.05654039,0.94345963,0.12038599,0.85159826,0.012802903,0.015212858,0.69610095,0.18403518,0.10531806,0.014545858
32,0.980552,0.019447949,0.0059444443,0.014500962,0.88580793,0.09374665,0.04746519,0.006532129,0.8810767,0.064925924
