,0,1,2,3,4,5,6,7,8,9
0,0.0021723278,0.9978277,0.039704785,0.948802,0.010774882,0.00071838533,0.011525336,0.91615295,0.029231142,0.043090552
1,0.021004835,0.97899514,0.8831103,0.0959477,0.004018406,0.016923575,0.10894649,0.07179286,0.042188447,0.7770722
2,0.99505794,0.0049420237,0.002687809,0.000897696,0.09318504,0.9032295,0.00027857826,8.314561e-05,0.92032504,0.079313226
3,0.99505794,0.0049420237,0.002687809,0.000897696,0.09318504,0.9032295,0.00027857826,8.314561e-05,0.92032504,0.079313226
4,0.038998455,0.9610015,0.7096405,0.17459624,0.02434828,0.09141496,0.04226959,0.023444757,0.75239503,0.18189062
5,0.9745735,0.025426516,0.08838069,0.012812765,0.676318,0.22248857,0.0023847753,0.15838495,0.12826566,0.7109647
6,0.031210633,0.9687894,0.76203084,0.20352174,0.028550494,0.0058968235,0.03579712,0.80836976,0.040526714,0.115306325
7,0.0059560444,0.994044,0.017020252,0.94441557,0.033795025,0.004769227,0.007441879,0.06419822,0.90077573,0.027584193
8,0.016869666,0.98313034,0.82452315,0.12930758,0.003153282,0.043016035,0.9105472,0.012155011,0.012013732,0.065284014
9,0.031210633,0.9687894,0.76203084,0.20352174,0.028550494,0.0058968235,0.03579712,0.80836976,0.040526714,0.115306325
10,0.0035684514,0.99643147,0.13121344,0.8502137,0.0053261667,0.013246668,0.08800264,0.27704006,0.088178635,0.5467787
11,0.9903709,0.009629045,0.01744233,0.0019576873,0.050731283,0.9298687,0.001946266,0.001125614,0.027856957,0.9690712
12,0.9903709,0.009629045,0.01744233,0.0019576873,0.050731283,0.9298687,0.001946266,0.001125614,0.027856957,0.9690712
13,0.0059560444,0.994044,0.017020252,0.94441557,0.033795025,0.004769227,0.007441879,0.06419822,0.90077573,0.027584193
14,0.7063407,0.29365933,0.201462,0.10628415,0.48193684,0.21031706,0.007746896,0.22889295,0.043620028,0.71974015
15,0.0035684514,0.99643147,0.13121344,0.8502137,0.0053261667,0.013246668,0.08800264,0.27704006,0.088178635,0.5467787
16,0.9903709,0.009629045,0.01744233,0.0019576873,0.050731283,0.9298687,0.001946266,0.001125614,0.027856957,0.9690712
17,0.0021723278,0.9978277,0.039704785,0.948802,0.010774882,0.00071838533,0.011525336,0.91615295,0.029231142,0.043090552
18,0.99505794,0.0049420237,0.002687809,0.000897696,0.09318504,0.9032295,0.00027857826,8.314561e-05,0.92032504,0.079313226
19,0.0021723278,0.9978277,0.039704785,0.948802,0.010774882,0.00071838533,0.011525336,0.91615295,0.029231142,0.043090552
20,0.9745735,0.025426516,0.08838069,0.012812765,0.676318,0.22248857,0.0023847753,0.15838495,0.12826566,0.7109647
21,0.99505794,0.0049420237,0.002687809,0.000897696,0.09318504,0.9032295,0.00027857826,8.314561e-05,0.92032504,0.079313226
22,0.021004835,0.97899514,0.8831103,0.0959477,0.004018406,0.016923575,0.10894649,0.07179286,0.042188447,0.7770722
23,0.0059560444,0.994044,0.017020252,0.94441557,0.033795025,0.004769227,0.007441879,0.06419822,0.90077573,0.027584193
24,0.009906946,0.99009305,0.41831452,0.5476703,0.008166581,0.025848603,0.8170543,0.049882475,0.05269212,0.08037111
25,0.031210633,0.9687894,0.76203084,0.20352174,0.028550494,0.0058968235,0.03579712,0.80836976,0.040526714,0.115306325
26,0.021004835,0.97899514,0.8831103,0.0959477,0.004018406,0.016923575,0.10894649,0.07179286,0.042188447,0.7770722
27,0.016869666,0.98313034,0.82452315,0.12930758,0.003153282,0.043016035,0.9105472,0.012155011,0.012013732,0.065284014
28,0.99505794,0.0049420237,0.002687809,0.000897696,0.09318504,0.9032295,0.00027857826,8.314561e-05,0.92032504,0.079313226
