,0,1,2,3,4,5,6,7,8,9
0,0.9607093,0.03929076,0.024219574,0.006684249,0.20702863,0.76206756,0.0018272701,0.0046239747,0.95841056,0.03513821
1,0.9948114,0.0051886025,0.004484971,0.0018904307,0.19344898,0.8001756,0.0074127787,0.0021779817,0.011504696,0.97890455
2,0.95080256,0.04919746,0.010674062,0.04210193,0.4227924,0.52443165,0.043504324,0.048870947,0.09275498,0.8148697
3,0.92240727,0.07759267,0.025785694,0.015305831,0.16346002,0.7954485,0.0036316293,0.01518121,0.9155576,0.06562956
4,0.017051166,0.9829488,0.6065883,0.31941074,0.049632743,0.024368243,0.16141944,0.6193381,0.10290196,0.11634052
5,0.092021324,0.90797865,0.5759965,0.12308046,0.27457294,0.02635015,0.34206206,0.23420188,0.06351465,0.36022145
6,0.020716453,0.97928363,0.2362267,0.67920315,0.06550875,0.019061398,0.16793714,0.6191301,0.09986695,0.113065824
7,0.9850509,0.014949051,0.015268937,0.0032432133,0.20719707,0.77429074,0.024886522,0.031480197,0.11045898,0.8331743
8,0.9846597,0.015340393,0.007585324,0.0036082931,0.08567512,0.90313125,0.020419888,0.054758642,0.2855913,0.63923025
9,0.010631846,0.98936814,0.13554348,0.83647835,0.014882323,0.0130959,0.5539723,0.26770452,0.048211675,0.13011141
10,0.004884647,0.9951153,0.72831184,0.24043822,0.019969802,0.011280173,0.4497864,0.42514983,0.04474897,0.08031484
11,0.016512001,0.983488,0.5463956,0.39135632,0.037129536,0.025118524,0.33023396,0.49019518,0.07812229,0.10144866
12,0.6002387,0.3997613,0.22597675,0.0496777,0.5474206,0.17692487,0.011390295,0.06006054,0.9114639,0.017085196
13,0.37311742,0.6268826,0.3772174,0.04553636,0.52234817,0.054898012,0.17457227,0.113740936,0.07572889,0.6359579
14,0.0122174565,0.98778254,0.9611985,0.017455688,0.014223005,0.007122766,0.28916055,0.48093453,0.086230904,0.14367397
15,0.028880294,0.97111976,0.88951015,0.039499525,0.058362782,0.012627485,0.23010261,0.4527584,0.10107589,0.21606316
16,0.009643219,0.99035674,0.97511864,0.008772611,0.012019275,0.0040894025,0.42092034,0.31669313,0.06362297,0.19876362
17,0.015129527,0.9848705,0.9658352,0.012624513,0.014170981,0.007369364,0.26401678,0.5007,0.097207785,0.13807541
18,0.071033336,0.92896664,0.030444197,0.91559976,0.027858302,0.026097713,0.17213003,0.34659213,0.11609478,0.36518306
19,0.01806217,0.98193777,0.7424927,0.17666057,0.04939095,0.031455733,0.14307886,0.46425697,0.30533725,0.08732697
20,0.98283917,0.017160784,0.0060347277,0.010625335,0.4955284,0.4878116,0.03219516,0.055883955,0.38997176,0.5219491
21,0.042398557,0.9576015,0.08602733,0.83719563,0.05285458,0.023922497,0.23103404,0.5681122,0.09185558,0.10899817
22,0.78511524,0.21488468,0.07202549,0.061552398,0.57165986,0.29476222,0.057980746,0.29634675,0.5396584,0.1060141
23,0.039461646,0.9605383,0.86047655,0.06468259,0.048059527,0.026781399,0.17502427,0.54054505,0.11495385,0.1694768
24,0.99609816,0.0039018104,0.0018935809,0.0007640055,0.031804934,0.9655375,0.0048745726,0.0025956484,0.022849998,0.96967983
25,0.014511107,0.98548895,0.60132825,0.34109816,0.03186572,0.025707848,0.20043537,0.51251924,0.1595467,0.12749867
26,0.92564756,0.07435239,0.05402765,0.013377483,0.36579216,0.56680274,0.061156362,0.07322965,0.09738043,0.76823354
27,0.021133898,0.97886604,0.031774733,0.9285157,0.03059033,0.009119243,0.09455075,0.41775513,0.4056218,0.08207234
28,0.7505232,0.24947675,0.0364097,0.24118401,0.19986878,0.52253747,0.057922635,0.13348208,0.3709628,0.43763244
29,0.9734442,0.026555821,0.009644807,0.010767217,0.60885686,0.37073115,0.023548815,0.066896714,0.71625936,0.19329517
