,A,B,C
0,1,2,2
1,1,0,3
2,1,0,3
3,1,1,1
4,0,3,3
5,1,1,2
6,1,2,2
7,1,1,2
8,1,2,2
9,0,3,3
10,1,0,0
11,0,3,2
12,0,2,2
13,0,3,3
14,1,1,0
15,0,3,3
16,1,0,3
17,1,1,2
18,1,0,0
19,1,2,2
20,1,1,2
21,0,3,3
22,0,3,1
23,0,3,3
24,1,1,2
25,1,2,2
26,1,0,0
27,0,3,3
28,0,3,2
29,1,0,0
30,1,0,3
31,0,3,3
32,1,3,2
33,1,3,2
34,0,3,3
35,0,3,1
36,1,1,3
37,0,2,2
38,0,3,3
39,0,3,3
40,1,1,3
41,1,0,2
42,1,2,2
43,1,0,0
44,1,0,3
45,1,2,2
46,1,1,2
47,0,2,3
48,1,0,3
49,0,3,2
50,1,1,2
51,0,3,3
52,0,3,3
53,1,2,2
54,0,3,3
55,1,2,2
56,1,2,2
57,1,1,3
58,1,3,2
59,0,3,3
60,0,3,2
61,1,3,2
62,0,3,3
63,1,0,0
64,0,2,3
65,1,0,3
66,1,1,2
67,0,3,2
68,1,0,3
69,0,3,3
70,1,1,2
71,0,3,2
72,1,2,2
73,0,2,2
74,1,0,2
75,1,2,2
76,1,2,2
77,1,0,1
78,1,1,1
79,1,1,0
80,1,1,1
81,0,3,3
82,0,3,3
83,1,1,2
84,1,0,1
85,1,2,2
86,1,0,3
87,1,2,2
88,0,2,2
89,1,0,2
90,1,2,2
91,0,2,3
92,0,3,3
93,1,2,2
94,1,1,1
95,1,0,0
96,0,2,3
97,1,0,2
98,1,0,3
99,1,0,2
100,1,2,2
101,1,1,1
102,0,3,3
103,0,3,1
104,0,3,3
105,1,0,3
106,0,2,3
107,1,1,2
108,0,3,3
109,0,3,2
110,1,1,1
111,1,1,1
112,1,1,1
113,1,1,2
114,0,2,2
115,0,3,3
116,1,1,0
117,0,3,3
118,1,2,2
119,0,2,3
120,0,3,3
121,1,0,0
122,1,2,2
123,1,1,1
124,1,1,2
125,1,0,2
126,0,3,3
127,1,2,2
128,1,1,3
129,1,1,2
130,1,0,2
131,1,0,3
132,1,2,2
133,1,2,2
134,1,0,2
135,1,1,2
136,0,3,3
137,1,0,2
138,0,3,3
139,1,2,2
140,0,2,3
141,1,1,1
142,1,0,0
143,1,0,3
144,1,0,3
145,1,0,3
146,1,2,2
147,0,3,3
148,0,3,3
149,0,3,3
150,1,0,2
151,1,1,1
152,0,2,3
153,1,1,1
154,0,3,3
155,1,1,2
156,0,3,3
157,1,2,2
158,1,1,1
159,1,1,2
160,1,2,2
161,1,0,3
162,1,0,3
163,0,3,3
164,1,2,2
165,1,0,0
166,1,2,2
167,1,1,0
168,1,2,2
169,1,2,2
170,1,0,3
171,1,1,1
172,1,0,3
173,1,0,3
174,1,0,3
175,1,0,3
176,0,3,1
177,1,3,2
178,0,3,3
179,1,0,2
180,1,3,2
181,1,2,2
182,1,2,2
183,0,3,3
184,0,3,2
185,0,3,3
186,1,0,2
187,0,3,3
188,1,1,2
189,0,3,3
190,1,1,0
191,1,1,2
192,0,3,2
193,1,2,2
194,1,0,0
195,1,3,2
196,1,1,1
197,1,0,0
198,0,3,3
199,1,2,2
200,1,2,2
201,0,3,1
202,0,3,3
203,1,0,2
204,0,2,2
205,0,3,3
206,1,1,0
207,1,1,3
208,1,2,2
209,1,1,0
210,0,3,3
211,1,0,3
212,1,2,3
213,1,0,2
214,1,0,2
215,0,3,3
216,1,1,2
217,0,3,3
218,1,0,3
219,1,0,2
220,1,2,2
221,1,1,2
222,1,1,2
223,0,3,3
224,0,3,1
225,1,3,2
226,1,2,2
227,1,2,2
228,1,0,2
229,1,0,3
230,1,0,0
231,1,3,2
232,1,0,0
233,0,3,3
234,0,3,3
235,1,2,2
236,1,2,2
237,0,2,3
238,0,3,3
239,0,3,3
240,1,2,2
241,1,2,2
242,1,2,2
243,1,0,3
244,1,2,2
245,1,1,0
246,1,1,2
247,1,3,2
248,0,3,3
249,0,3,2
250,1,1,1
251,1,1,2
252,0,3,3
253,1,1,2
254,1,0,1
255,0,3,3
256,1,2,2
257,1,0,1
258,0,3,2
259,1,1,2
260,1,0,0
261,1,2,2
262,1,0,2
263,1,2,2
264,1,0,3
265,1,1,1
266,0,3,3
267,0,3,3
268,1,0,1
269,0,3,1
270,1,0,3
271,0,3,3
272,1,2,2
273,1,2,2
274,0,3,3
275,0,3,2
276,1,0,2
277,1,1,2
278,1,1,2
279,1,1,2
280,0,3,3
281,1,0,3
282,1,1,2
283,0,3,1
284,0,2,2
285,1,2,2
286,1,3,2
287,0,2,2
288,1,0,2
289,1,0,3
290,1,1,2
291,0,3,3
292,1,3,2
293,1,2,2
294,1,1,1
295,1,0,3
296,1,0,2
297,0,3,3
298,1,2,2
299,0,3,2
300,1,0,3
301,1,0,0
302,1,1,2
303,1,1,2
304,0,3,3
305,0,2,2
306,0,2,3
307,0,3,3
308,1,1,2
309,1,2,2
310,1,0,2
311,1,0,2
312,0,3,3
313,1,0,3
314,1,1,1
315,1,0,3
316,0,3,3
317,1,0,2
318,1,1,0
319,1,0,2
320,0,2,3
321,1,2,2
322,0,3,3
323,0,2,3
324,0,3,3
325,1,0,3
326,0,3,3
327,0,3,3
328,1,2,2
329,0,2,2
330,1,3,2
331,1,0,3
332,0,3,2
333,1,1,2
334,1,0,3
335,1,0,3
336,1,1,3
337,1,2,2
338,0,3,2
339,1,1,2
340,0,3,3
341,1,1,1
342,0,2,2
343,1,3,2
344,0,3,3
345,1,1,1
346,1,1,1
347,0,3,3
348,0,3,3
349,0,3,3
350,0,3,3
351,1,0,2
352,1,2,2
353,1,2,2
354,0,2,3
355,1,2,2
356,1,1,2
357,0,3,3
358,1,1,3
359,0,3,3
360,1,2,1
361,0,3,1
362,0,3,3
363,0,3,3
364,1,0,3
365,1,0,2
366,0,3,3
367,1,2,2
368,0,3,3
369,1,2,2
370,1,0,3
371,1,2,2
372,1,2,2
373,1,0,1
374,0,3,3
375,1,0,3
376,1,0,3
377,1,0,0
378,0,3,3
379,1,2,2
380,1,0,2
381,0,3,3
382,1,0,0
383,1,1,2
384,0,3,3
385,1,3,2
386,1,0,3
387,0,3,2
388,1,1,1
389,1,1,2
390,1,2,2
391,1,1,2
392,0,3,3
393,1,2,2
394,1,0,1
395,1,2,2
396,1,0,2
397,0,3,3
398,0,2,3
399,1,0,2
400,1,1,1
401,1,1,2
402,1,2,2
403,0,3,3
404,1,0,0
405,1,2,2
406,0,3,3
407,1,0,2
408,1,1,2
409,1,1,0
410,0,3,3
411,1,1,3
412,0,3,2
413,1,0,2
414,1,0,2
415,1,1,0
416,1,1,2
417,1,2,2
418,1,1,2
419,1,0,2
420,1,2,2
421,1,1,2
422,1,0,0
423,0,3,1
424,1,3,2
425,1,0,0
426,1,1,1
427,1,1,1
428,0,3,1
429,0,3,2
430,1,0,3
431,0,2,2
432,0,3,3
433,1,1,2
434,1,1,2
435,1,1,2
436,1,2,2
437,0,3,3
438,1,0,3
439,0,3,1
440,1,2,2
441,1,3,2
442,1,0,2
443,1,3,2
444,0,3,3
445,1,0,3
446,1,0,2
447,1,1,2
448,0,3,2
449,0,3,3
450,1,1,3
451,1,1,2
452,1,1,2
453,1,2,2
454,1,2,2
455,1,2,2
456,1,0,3
457,0,3,3
458,1,1,0
459,1,1,0
460,0,3,3
461,1,1,2
462,1,0,2
463,0,3,3
464,1,0,2
465,1,2,2
466,1,0,1
467,0,3,3
468,0,3,2
469,0,3,3
470,1,2,2
471,1,1,2
472,1,0,2
473,0,3,3
474,1,0,0
475,0,3,3
476,0,3,3
477,0,3,3
478,1,0,0
479,1,0,2
480,0,2,3
481,0,3,2
482,1,3,2
483,1,0,2
484,1,0,0
485,0,3,3
486,1,2,2
487,1,1,1
488,0,3,3
489,0,2,3
490,1,0,2
491,1,1,2
492,1,3,2
493,1,1,0
494,1,1,1
495,0,3,3
496,0,3,3
497,1,0,0
498,1,0,1
499,1,0,2
500,1,2,2
501,1,1,1
502,1,0,2
503,0,3,3
504,1,2,2
505,1,2,2
506,1,1,2
507,1,1,0
508,1,2,2
509,0,3,3
510,1,0,1
511,1,1,2
512,1,0,3
513,1,1,0
514,1,0,0
515,1,1,1
516,1,2,2
517,1,2,2
518,1,1,0
519,1,1,1
520,1,2,2
521,0,3,3
522,0,3,3
523,0,2,2
524,1,1,1
525,0,2,2
526,1,1,2
527,0,3,2
528,1,3,2
529,1,1,2
530,1,0,2
531,1,1,1
532,1,0,1
533,0,3,3
534,0,3,3
535,0,2,3
536,0,3,3
537,1,3,2
538,0,2,3
539,1,0,0
540,0,3,3
541,1,0,0
542,1,0,2
543,1,1,1
544,1,2,2
545,0,2,2
546,1,2,2
547,0,2,3
548,1,1,2
549,1,0,2
550,1,1,1
551,1,2,2
552,1,2,2
553,1,1,1
554,1,0,0
555,1,3,2
556,0,3,3
557,0,3,3
558,0,3,2
559,1,2,2
560,1,1,2
561,1,0,3
562,1,3,2
563,1,0,3
564,0,3,3
565,0,2,3
566,1,1,2
567,1,1,1
568,0,3,3
569,1,1,1
570,0,3,3
571,1,0,2
572,1,1,0
573,0,2,2
574,1,0,1
575,0,3,2
576,1,1,1
577,1,1,2
578,1,1,1
579,1,0,2
580,1,0,2
581,0,3,3
582,1,3,2
583,0,3,2
584,1,0,2
585,1,3,2
586,1,1,2
587,1,0,2
588,1,0,3
589,1,0,2
590,1,0,1
591,1,1,1
592,1,0,2
593,1,1,3
594,1,0,3
595,0,3,3
596,0,3,3
597,0,3,3
598,0,2,3
599,1,2,2
600,0,3,3
601,1,1,2
602,1,0,2
603,1,0,2
604,0,3,3
605,1,0,2
606,1,0,0
607,1,2,2
608,1,0,0
609,1,1,2
610,1,2,2
611,1,0,3
612,1,0,3
613,1,0,2
614,0,2,3
615,1,3,2
616,0,3,2
617,1,0,2
618,1,0,3
619,1,2,2
620,0,3,3
621,0,2,3
622,1,0,3
623,0,3,3
624,1,2,2
625,0,3,2
626,0,2,3
627,1,2,2
628,1,2,2
629,1,1,0
630,0,3,3
631,1,0,2
632,1,1,1
633,1,3,2
634,0,3,3
635,1,0,3
636,1,1,0
637,1,2,2
638,0,3,3
639,0,3,3
640,0,3,3
641,1,2,2
642,1,0,1
643,0,2,3
644,1,2,2
645,1,2,2
646,1,0,3
647,0,2,2
648,0,3,3
649,0,2,3
650,1,2,2
651,1,0,3
652,1,1,0
653,1,1,2
654,1,2,2
655,1,3,2
656,0,2,3
657,1,0,3
658,1,0,0
659,1,0,2
660,0,3,3
661,1,1,1
662,1,0,2
663,1,1,0
664,1,0,1
665,0,3,3
666,0,3,2
667,1,0,3
668,0,3,1
669,1,1,1
670,0,2,2
671,1,1,3
672,0,3,3
673,0,2,3
674,0,3,2
675,1,1,3
676,1,0,0
677,1,0,2
678,1,1,1
679,1,1,0
680,0,3,3
681,1,1,0
682,1,2,2
683,1,0,0
684,1,2,2
685,1,0,3
686,1,0,2
687,0,2,3
688,0,3,3
689,1,1,1
690,1,2,2
691,1,1,1
692,1,0,0
693,1,1,0
694,0,3,3
695,0,3,2
696,0,3,2
697,0,3,3
698,1,1,2
699,1,0,1
700,1,0,0
701,1,0,2
702,1,3,2
703,1,2,2
704,1,3,2
705,0,3,2
706,1,0,0
707,1,1,1
708,0,3,3
709,1,0,2
710,1,0,3
711,1,1,2
712,1,1,0
713,0,2,3
714,0,3,3
715,1,1,1
716,1,0,3
717,1,0,0
718,0,3,3
719,1,0,3
720,1,0,3
721,1,0,3
722,0,3,3
723,1,1,1
724,1,0,1
725,1,0,1
726,1,1,1
727,1,0,3
728,1,0,2
729,1,0,2
730,0,3,3
731,1,2,2
732,1,1,0
733,1,2,2
734,1,1,1
735,1,2,2
736,1,0,2
737,0,3,3
738,1,2,2
739,0,3,3
740,1,1,0
