,0,1,2,3,4,5,6,7,8,9
0,0.017575745,0.9824242,0.008588624,0.9688278,0.022273954,0.00030965076,0.030828224,0.9373467,0.0048098075,0.02701542
1,0.99755114,0.0024488834,0.021606008,0.0010719277,0.049586225,0.92773587,0.0076163546,0.0011374882,0.9230819,0.06816427
2,0.99473035,0.005269625,0.020143919,0.0034271176,0.09304398,0.883385,0.014121904,0.013240523,0.07975076,0.8928868
3,0.0040898956,0.99591017,0.98361087,0.006978724,0.0093656825,4.4769546e-05,0.10013744,0.8740272,0.0009232486,0.024912154
4,0.99280566,0.007194357,0.034973133,0.026243424,0.31156614,0.62721735,0.08709964,0.4652857,0.07732503,0.3702897
5,0.9919171,0.008082923,0.028653197,0.0066044913,0.8507691,0.11397323,0.019207768,0.005434609,0.8763979,0.098959774
6,0.9919171,0.008082923,0.028653197,0.0066044913,0.8507691,0.11397323,0.019207768,0.005434609,0.8763979,0.098959774
7,0.0040898956,0.99591017,0.98361087,0.006978724,0.0093656825,4.4769546e-05,0.10013744,0.8740272,0.0009232486,0.024912154
8,0.0040898956,0.99591017,0.98361087,0.006978724,0.0093656825,4.4769546e-05,0.10013744,0.8740272,0.0009232486,0.024912154
9,0.027401933,0.9725981,0.95821893,0.006874999,0.0302641,0.0046420298,0.025798036,0.011732607,0.8469669,0.115502425
10,0.027401933,0.9725981,0.95821893,0.006874999,0.0302641,0.0046420298,0.025798036,0.011732607,0.8469669,0.115502425
11,0.0040898956,0.99591017,0.98361087,0.006978724,0.0093656825,4.4769546e-05,0.10013744,0.8740272,0.0009232486,0.024912154
12,0.99755114,0.0024488834,0.021606008,0.0010719277,0.049586225,0.92773587,0.0076163546,0.0011374882,0.9230819,0.06816427
13,0.99755114,0.0024488834,0.021606008,0.0010719277,0.049586225,0.92773587,0.0076163546,0.0011374882,0.9230819,0.06816427
14,0.0040898956,0.99591017,0.98361087,0.006978724,0.0093656825,4.4769546e-05,0.10013744,0.8740272,0.0009232486,0.024912154
15,0.99755114,0.0024488834,0.021606008,0.0010719277,0.049586225,0.92773587,0.0076163546,0.0011374882,0.9230819,0.06816427
16,0.96762216,0.03237781,0.036163066,0.016639175,0.86820644,0.07899133,0.027143857,0.05633007,0.13787879,0.7786473
17,0.0040898956,0.99591017,0.98361087,0.006978724,0.0093656825,4.4769546e-05,0.10013744,0.8740272,0.0009232486,0.024912154
