,0,1,2,3,4,5,6,7,8,9,10,11
0,0.9650485,0.026258403,0.0067450535,0.0019479656,0.73126996,0.23793687,0.016177488,0.014615665,0.0004118784,0.9795154,0.015900241,0.0041725566
1,0.9990716,0.0007547031,0.00013560729,3.8022958e-05,0.27623698,0.6433246,0.008354384,0.072084025,0.030941103,0.35330158,0.21047132,0.40528595
2,0.040830694,0.029842598,0.8878696,0.041457213,0.009066602,0.08161725,0.11960768,0.7897085,0.005708546,0.009269659,0.40566444,0.5793573
3,0.05433809,0.016676202,0.8605925,0.06839331,0.015105388,0.008125732,0.84066653,0.13610232,0.0056891735,0.0119008655,0.92779374,0.054616205
4,0.97834384,0.02122143,0.00029144925,0.00014319534,0.0025600076,0.9969199,0.00040384417,0.000116377014,0.7165147,0.019537024,0.111786485,0.1521618
5,0.99775034,0.0006187883,0.00066228583,0.0009686144,0.0038203013,0.000869058,0.9915201,0.0037904938,0.0008031172,0.0025146455,0.024043862,0.97263837
6,0.0034539895,0.9961617,0.00026529928,0.000118954515,0.10716823,0.6681512,0.049920958,0.17475969,0.0013143129,0.69628483,0.2841476,0.018253233
7,0.006010864,0.9891105,0.0037540358,0.0011245686,0.002304251,0.008605682,0.95368665,0.035403337,0.0020373855,0.006147811,0.40375587,0.5880589
8,0.0015991122,0.9982864,9.106931e-05,2.3452325e-05,0.27970618,0.31026623,0.008600609,0.40142688,0.021008698,0.11687451,0.05923743,0.80287933
9,0.982419,0.0114103155,0.0058803535,0.0002901706,0.95763874,0.03814902,0.0039140764,0.0002981683,0.94870895,0.01225734,0.0033954924,0.035638258
10,0.8068937,0.19025983,0.002262002,0.000584572,0.9870459,0.009720007,0.0028927026,0.0003414866,0.22249417,0.712467,0.032072898,0.032965917
11,0.033584334,0.7559128,0.20358063,0.006922282,0.00014236773,0.00080406555,0.99851567,0.00053796236,0.0045361985,0.016058868,0.7912686,0.18813632
12,0.0025659588,0.9961151,0.0009653223,0.00035363133,0.0004721702,0.0060169334,0.9921117,0.0013991976,0.00097005296,0.008486113,0.98109794,0.009445957
13,0.99661714,0.0007848197,0.00075152057,0.0018464876,0.65771836,0.018367568,0.3121476,0.011766492,0.019627366,0.011603856,0.60399425,0.36477447
14,0.03459734,0.96405166,0.0013060782,4.4821445e-05,0.9747259,0.024356395,0.00065356697,0.00026409744,0.4582326,0.50015974,0.0088486355,0.032758996
15,0.91639453,0.05871352,0.0045667537,0.020325212,0.0068858205,0.6303752,0.3592644,0.0034745988,0.015830161,0.00068576605,0.98034036,0.003143655
16,0.9724072,0.0052075544,0.021940492,0.000444666,0.8607742,0.0884159,0.012302031,0.038507916,0.004568438,0.41955665,0.020482956,0.55539197
17,0.41514704,0.58393407,0.00085052045,6.8460286e-05,0.24774964,0.7499868,0.0009691112,0.0012943547,0.0042304755,0.9764796,0.014732861,0.004557086
18,0.054215454,0.9051874,0.0055837994,0.03501326,0.0017797482,0.6245006,0.010273875,0.3634458,0.0014404305,0.00018503988,0.04683674,0.9515378
19,0.65662575,0.2759356,0.065781616,0.0016569925,0.31925258,0.30366197,0.107463315,0.26962215,0.000329649,0.9525339,0.036788054,0.010348388
20,0.07712428,0.15150474,0.76733834,0.004032582,0.029594975,0.011943888,0.9500275,0.008433678,0.048412364,0.0073603224,0.89917433,0.04505298
21,0.8306923,0.15405594,0.0029545075,0.012297277,0.0024252483,0.97657293,0.018920558,0.0020812275,0.057047006,0.022648124,0.73788625,0.18241869
22,0.015028029,0.94553405,0.010636,0.028801827,0.0021204168,0.042153224,0.50123495,0.45449147,9.817028e-05,2.6791413e-05,0.9996562,0.0002187906
