"JSDu, surgical_case_durations NO_ADDED_NOISE    sigma    0",8461.155
"JSDu, LBP RA NO_ADDED_NOISE    sigma    0",2757.706
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=4    sigma    0",5550.901
"JSDu, LBP RA NO_ADDED_NOISE SD=4    sigma    0",2747.8115
"JSDu, surgical_case_durations NO_ADDED_NOISE SD=100    sigma    0",7684.0244
"JSDu, LBP RA NO_ADDED_NOISE SD=100    sigma    0",2623.101
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE    sigma    0",8465.034
"Wassersteinu, LBP RA NO_ADDED_NOISE    sigma    0",2575.6245
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE SD=4    sigma    0",5081.3784
"Wassersteinu, LBP RA NO_ADDED_NOISE SD=4    sigma    0",1697.2655
"Wassersteinu, surgical_case_durations NO_ADDED_NOISE SD=100    sigma    0",8671.961
"Wassersteinu, LBP RA NO_ADDED_NOISE SD=100    sigma    0",2573.2095
"JSD, surgical_case_durations    sigma    0.005",41860.117
"JSD, surgical_case_durations    sigma    0.01",49801.17
"JSD, surgical_case_durations    sigma    0.02",58369.867
"JSD, surgical_case_durations    sigma    0.05",62275.066
"JSD, surgical_case_durations    sigma    0.1",59850.04
"JSD, surgical_case_durations    sigma    0.2",67867.98
"JSD, surgical_case_durations    missing_entry    0.001",12677.147
"JSD, surgical_case_durations    missing_entry    0.005",11439.533
"JSD, surgical_case_durations    missing_entry    0.01",11480.5
"JSD, surgical_case_durations    missing_entry    0.05",12411.505
"JSD, surgical_case_durations    missing_entry    0.1",14719.889
"JSD, surgical_case_durations    missing_entry    0.5",25792.158
"JSD, surgical_case_durations    missing_entry_combined    0.001",56739.094
"JSD, surgical_case_durations    missing_entry_combined    0.005",56196.484
"JSD, surgical_case_durations    missing_entry_combined    0.01",59772.902
"JSD, surgical_case_durations    missing_entry_combined    0.05",59083.566
"JSD, surgical_case_durations    missing_entry_combined    0.1",60209.375
"JSD, surgical_case_durations    missing_entry_combined    0.5",63264.92
"JSDu, surgical_case_durations    sigma    0.005",80817.445
"JSDu, surgical_case_durations    sigma    0.01",111305.71
"JSDu, surgical_case_durations    sigma    0.02",144916.1
"JSDu, surgical_case_durations    sigma    0.05",187640.62
"JSDu, surgical_case_durations    sigma    0.1",213817.9
"JSDu, surgical_case_durations    sigma    0.2",229163.45
"JSDu, surgical_case_durations    missing_entry    0.001",9152.972
"JSDu, surgical_case_durations    missing_entry    0.005",8881.559
"JSDu, surgical_case_durations    missing_entry    0.01",9090.58
"JSDu, surgical_case_durations    missing_entry    0.05",10136.479
"JSDu, surgical_case_durations    missing_entry    0.1",12130.771
"JSDu, surgical_case_durations    missing_entry    0.5",32162.943
"JSDu, surgical_case_durations    missing_entry_combined    0.001",144462.95
"JSDu, surgical_case_durations    missing_entry_combined    0.005",145332.42
