,0,1,2,3,4,5,6,7,8,9
0,0.0003212282,0.99967873,0.97542036,0.020719854,0.002131847,0.0017278735,0.9633841,0.007289255,0.006631068,0.02269552
1,0.0003996632,0.99960035,0.040495377,0.93883234,0.002573215,0.018099127,0.90668935,0.0043840366,0.017333364,0.0715932
2,0.0003212282,0.99967873,0.97542036,0.020719854,0.002131847,0.0017278735,0.9633841,0.007289255,0.006631068,0.02269552
3,0.99844736,0.0015526918,0.01086386,0.0034842365,0.8763899,0.10926197,0.00668811,0.0011974408,0.95866233,0.033452075
4,0.98009884,0.019901179,0.0026809622,0.0081851715,0.09596749,0.89316636,0.0023656718,0.0037694897,0.97179204,0.022072833
5,0.0025918866,0.9974081,0.07846088,0.8835226,0.008491257,0.02952529,0.0087938085,0.8679278,0.012110945,0.11116751
6,0.99602807,0.0039719436,0.00041900232,0.0009999289,0.04065113,0.95792997,0.005787928,0.013278666,0.0074272454,0.97350615
7,0.99567443,0.0043255296,0.025595015,0.018281547,0.8018258,0.1542977,0.007015009,0.69799876,0.057989363,0.2369968
8,0.9994636,0.00053642003,0.001966459,0.0024624367,0.8779817,0.11758933,0.0037647267,0.005077868,0.018971238,0.9721862
9,0.00069214613,0.9993079,0.019253511,0.96900374,0.0025077895,0.009234965,0.012016986,0.0036472452,0.96387887,0.020456946
10,0.99602807,0.0039719436,0.00041900232,0.0009999289,0.04065113,0.95792997,0.005787928,0.013278666,0.0074272454,0.97350615
11,0.0054317224,0.99456835,0.9450929,0.03639889,0.011344521,0.0071636634,0.012477309,0.93490314,0.014251668,0.038367927
12,0.0025918866,0.9974081,0.07846088,0.8835226,0.008491257,0.02952529,0.0087938085,0.8679278,0.012110945,0.11116751
13,0.9994636,0.00053642003,0.001966459,0.0024624367,0.8779817,0.11758933,0.0037647267,0.005077868,0.018971238,0.9721862
14,0.0025918866,0.9974081,0.07846088,0.8835226,0.008491257,0.02952529,0.0087938085,0.8679278,0.012110945,0.11116751
15,0.99602807,0.0039719436,0.00041900232,0.0009999289,0.04065113,0.95792997,0.005787928,0.013278666,0.0074272454,0.97350615
16,0.00069214613,0.9993079,0.019253511,0.96900374,0.0025077895,0.009234965,0.012016986,0.0036472452,0.96387887,0.020456946
17,0.9994636,0.00053642003,0.001966459,0.0024624367,0.8779817,0.11758933,0.0037647267,0.005077868,0.018971238,0.9721862
18,0.00069214613,0.9993079,0.019253511,0.96900374,0.0025077895,0.009234965,0.012016986,0.0036472452,0.96387887,0.020456946
19,0.98009884,0.019901179,0.0026809622,0.0081851715,0.09596749,0.89316636,0.0023656718,0.0037694897,0.97179204,0.022072833
20,0.00069214613,0.9993079,0.019253511,0.96900374,0.0025077895,0.009234965,0.012016986,0.0036472452,0.96387887,0.020456946
21,0.0054317224,0.99456835,0.9450929,0.03639889,0.011344521,0.0071636634,0.012477309,0.93490314,0.014251668,0.038367927
22,0.9994636,0.00053642003,0.001966459,0.0024624367,0.8779817,0.11758933,0.0037647267,0.005077868,0.018971238,0.9721862
23,0.0054317224,0.99456835,0.9450929,0.03639889,0.011344521,0.0071636634,0.012477309,0.93490314,0.014251668,0.038367927
24,0.98009884,0.019901179,0.0026809622,0.0081851715,0.09596749,0.89316636,0.0023656718,0.0037694897,0.97179204,0.022072833
25,0.0033374778,0.9966625,0.006435881,0.9603474,0.0048781927,0.028338462,0.03698563,0.077078976,0.06742677,0.8185087
26,0.00069214613,0.9993079,0.019253511,0.96900374,0.0025077895,0.009234965,0.012016986,0.0036472452,0.96387887,0.020456946
27,0.99602807,0.0039719436,0.00041900232,0.0009999289,0.04065113,0.95792997,0.005787928,0.013278666,0.0074272454,0.97350615
28,0.001967814,0.99803215,0.84658587,0.123145975,0.018973151,0.011294955,0.21394952,0.28728664,0.04026264,0.45850122
29,0.0025918866,0.9974081,0.07846088,0.8835226,0.008491257,0.02952529,0.0087938085,0.8679278,0.012110945,0.11116751
30,0.0003212282,0.99967873,0.97542036,0.020719854,0.002131847,0.0017278735,0.9633841,0.007289255,0.006631068,0.02269552
31,0.9994636,0.00053642003,0.001966459,0.0024624367,0.8779817,0.11758933,0.0037647267,0.005077868,0.018971238,0.9721862
32,0.001967814,0.99803215,0.84658587,0.123145975,0.018973151,0.011294955,0.21394952,0.28728664,0.04026264,0.45850122
33,0.001967814,0.99803215,0.84658587,0.123145975,0.018973151,0.011294955,0.21394952,0.28728664,0.04026264,0.45850122
34,0.0054317224,0.99456835,0.9450929,0.03639889,0.011344521,0.0071636634,0.012477309,0.93490314,0.014251668,0.038367927
35,0.99602807,0.0039719436,0.00041900232,0.0009999289,0.04065113,0.95792997,0.005787928,0.013278666,0.0074272454,0.97350615
36,0.98009884,0.019901179,0.0026809622,0.0081851715,0.09596749,0.89316636,0.0023656718,0.0037694897,0.97179204,0.022072833
37,0.99602807,0.0039719436,0.00041900232,0.0009999289,0.04065113,0.95792997,0.005787928,0.013278666,0.0074272454,0.97350615
