,A,B,C
0,0,2,1
1,0,2,3
2,1,0,0
3,1,1,2
4,1,0,1
5,1,1,1
6,1,0,3
7,1,0,0
8,1,1,0
9,0,3,3
10,0,3,3
11,1,0,2
12,1,0,2
13,1,0,0
14,1,1,2
15,1,0,2
16,1,0,0
17,1,1,1
18,0,2,3
19,0,2,2
20,1,0,0
21,1,1,3
22,1,0,0
23,0,3,3
24,0,3,3
25,1,1,1
26,0,3,2
27,0,2,2
28,0,3,3
29,1,1,3
30,0,2,2
31,1,0,1
32,0,3,3
33,1,0,1
34,0,2,1
35,1,0,1
36,1,1,1
37,0,2,2
38,0,3,2
39,1,0,1
40,0,2,2
41,0,3,3
42,1,1,1
43,1,0,2
44,0,3,1
45,0,3,3
46,1,0,1
47,0,2,1
48,1,0,2
49,1,1,0
50,1,1,1
51,1,0,2
52,1,1,2
53,1,1,2
54,1,1,1
55,1,1,1
56,0,2,1
57,1,0,1
58,0,3,3
59,1,0,1
60,0,3,2
61,0,2,3
62,0,2,2
63,0,2,2
64,0,3,3
65,1,0,3
66,1,0,3
67,0,3,2
68,1,0,0
69,1,0,0
70,1,0,1
71,0,3,3
72,0,2,2
73,1,1,2
74,1,0,1
75,0,3,3
76,0,3,3
77,1,0,1
78,0,2,3
79,1,1,2
80,1,0,0
81,1,0,1
82,1,1,0
83,1,0,2
84,1,1,3
85,1,1,3
86,1,0,3
87,1,0,0
88,1,0,1
89,0,2,2
90,1,1,3
91,1,0,3
92,0,3,2
93,1,1,1
94,0,3,2
95,1,1,2
96,0,3,3
97,1,0,0
98,0,3,3
99,1,1,0
100,1,1,2
101,0,3,3
102,1,2,3
103,1,1,1
104,0,3,2
105,0,2,3
106,1,0,2
107,0,3,3
108,1,0,0
109,0,3,3
110,1,0,1
111,1,1,1
112,1,1,1
113,0,3,3
114,0,3,2
115,1,0,1
116,1,0,2
117,0,3,3
118,0,3,2
119,0,2,3
120,1,1,1
121,1,0,1
122,1,0,0
123,0,3,3
124,0,3,2
125,1,0,3
126,1,1,0
127,1,0,1
128,0,3,2
129,0,3,2
130,1,0,0
131,1,1,0
132,1,1,3
133,1,1,2
134,1,0,2
135,1,1,2
136,1,1,2
137,1,1,3
138,1,1,0
139,0,2,2
140,0,2,3
141,1,0,0
142,1,0,1
143,0,3,2
144,1,0,1
145,1,0,1
146,1,0,1
147,1,0,2
148,1,0,3
149,0,2,2
150,0,2,3
151,1,1,1
152,1,0,0
153,0,3,2
154,0,3,2
155,1,1,1
156,0,3,3
157,1,1,1
158,0,2,3
159,1,1,2
160,1,0,0
161,1,1,0
162,0,2,2
163,0,2,2
164,1,1,1
165,0,3,2
166,1,0,1
167,0,3,3
168,1,0,3
169,1,1,3
170,0,3,1
171,0,2,3
172,0,3,2
173,1,1,2
174,1,1,1
175,1,0,3
176,0,3,3
177,1,0,2
178,0,2,3
179,1,3,2
180,1,0,3
181,1,1,1
182,1,0,0
183,1,1,0
184,0,3,2
185,1,1,2
186,1,0,2
187,0,2,2
188,1,1,1
189,0,2,1
190,1,1,1
191,0,3,2
192,1,0,1
193,1,0,1
194,0,3,1
195,0,3,3
