Variable,A,A,B,B,B,B,C,C,C,C
Value,0,1,0,1,2,3,0,1,2,3
0,1.0,0.0,0.0,0.0,0.7232588050242016,0.2767411949757985,0.07834783837249291,0.36252808931546426,0.5591240723120428,0.0
1,1.0,0.0,0.0,0.09526326573969782,0.9047367342603022,0.0,0.0,0.0512306791287929,0.5062431375102436,0.44252618336096355
2,0.5,0.5,0.8436731267501686,0.0,0.0,0.1563268732498315,0.3750022255015388,0.0,0.46708282692230124,0.15791494757616004
3,0.4909616249548888,0.5090383750451112,0.0,0.6976206712658186,0.0732548257931702,0.2291245029410112,0.248536547557098,0.0,0.7514634524429021,0.0
4,0.17589480362615031,0.8241051963738496,0.8539897728620424,0.10560074245575886,0.04040948468219869,0.0,0.3258372537309816,0.4955886426537823,0.0,0.17857410361523615
5,0.0,1.0,0.0,0.4372341633415805,0.5627658366584196,0.0,0.3532110730521912,0.6467889269478089,0.0,0.0
6,0.07711418169673814,0.9228858183032619,0.47534880854187495,0.11791788035338055,0.4067333111047445,0.0,0.10199526154313884,0.0,0.20692603821097363,0.6910787002458875
7,0.0,1.0,0.31388900436735967,0.6861109956326403,0.0,0.0,0.41301488605797854,0.14816289318524137,0.3405745532699607,0.09824766748681943
8,0.0,1.0,0.261556122367646,0.6249311835855319,0.0,0.11351269404682204,0.8599451556484297,0.1400548443515702,0.0,0.0
9,1.0,0.0,0.22810927429686717,0.2135503451700786,0.0,0.5583403805330542,0.0,0.20080794119937262,0.14479637136817528,0.6543956874324521
10,0.9773188023319818,0.02268119766801826,0.2745213045970952,0.06167079160148053,0.2929287936583651,0.3708791101430592,0.49913114361160854,0.0,0.0,0.5008688563883914
11,0.0,1.0,0.4015571938666438,0.013442779334287596,0.0,0.5850000267990686,0.3912848413352091,0.0,0.6087151586647909,0.0
12,0.05401248770676403,0.945987512293236,0.6172627515030935,0.0,0.0,0.3827372484969065,0.0,0.3959441975332875,0.6040558024667125,0.0
13,0.0,1.0,1.0,0.0,0.0,0.0,0.9235621309660016,0.0,0.07643786903399837,0.0
14,0.0,1.0,0.2178253973837896,0.2850761175964834,0.2120223674232437,0.2850761175964834,0.511961738327255,0.0,0.48803826167274506,0.0
15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5877969965909362,0.41220300340906385
16,0.5777038252222161,0.4222961747777839,0.5647131112487327,0.0,0.0,0.43528688875126736,0.5436377472416424,0.04454861654281078,0.41181363621554684,0.0
17,0.0,1.0,0.0865848931472536,0.9134151068527464,0.0,0.0,0.07931095156751843,0.709561123264985,0.0,0.21112792516749662
18,0.7956873648479386,0.20431263515206144,0.33499573937456606,0.0,0.6650042606254338,0.0,0.0,0.020727260934600943,0.1713234303003982,0.8079493087650009
19,0.966436023253165,0.03356397674683504,0.06601823098104738,0.0,0.9339817690189526,0.0,0.0,0.18450322330821195,0.815496776691788,0.0
20,0.0,1.0,0.3983687300815155,0.25862220577983747,0.3430090641386471,0.0,0.42218348713959386,0.064523219627143,0.0,0.5132932932332631
21,0.3106322942141117,0.6893677057858884,0.28940087433519307,0.3601243731453696,0.07021983291132343,0.2802549196081139,0.12704210806752284,0.0,0.0,0.8729578919324773
