,A,B,C
0,0,2,2
1,1,1,0
2,1,1,2
3,1,0,1
4,1,0,3
5,0,3,2
6,1,1,2
7,0,2,1
8,0,2,1
9,1,0,3
10,0,3,3
11,1,0,2
12,1,0,1
13,1,1,2
14,0,2,1
15,1,0,2
16,1,0,0
17,1,1,1
18,1,0,0
19,1,0,0
20,0,3,3
21,0,2,3
22,1,1,2
23,1,0,3
24,0,2,3
25,1,1,1
26,1,1,1
27,1,1,3
28,0,3,2
29,1,0,2
30,0,2,2
31,1,1,1
32,0,3,2
33,0,3,3
34,0,2,2
35,1,0,1
36,1,0,0
37,1,0,1
38,1,1,1
39,1,0,2
40,1,1,1
41,0,2,2
42,1,1,1
43,1,1,0
44,0,3,3
45,1,1,3
46,1,0,3
47,1,0,2
48,1,1,1
49,1,1,1
50,0,3,3
51,1,1,3
52,1,0,0
53,1,0,0
54,1,0,1
55,1,0,2
56,1,0,1
57,1,1,2
58,1,1,0
59,0,2,3
60,0,3,3
61,1,0,1
62,1,0,2
63,1,1,3
64,1,1,3
65,1,1,1
66,0,2,3
67,1,0,0
68,1,0,2
69,1,0,1
70,1,0,2
71,1,1,1
72,1,0,3
73,1,1,2
74,1,0,2
75,0,2,2
76,0,2,3
77,1,1,0
78,1,1,2
79,0,2,2
80,0,3,2
81,0,3,3
82,0,3,3
83,1,0,0
84,0,2,2
85,1,1,2
86,0,3,3
87,1,1,3
88,1,0,1
89,0,3,2
90,1,0,0
91,1,2,2
92,1,1,2
93,1,1,0
94,1,1,1
95,0,3,3
96,0,3,2
97,1,0,0
98,1,0,3
99,1,1,2
100,1,0,0
101,1,0,1
102,0,3,3
103,0,3,2
104,1,1,2
105,0,3,2
106,1,1,2
107,0,3,3
108,1,1,3
109,0,3,3
110,0,3,3
111,0,2,3
112,1,0,0
113,0,2,3
114,0,2,2
115,1,1,2
116,0,3,2
117,1,0,0
118,1,0,0
119,0,3,3
120,0,2,3
121,0,3,3
122,1,0,3
123,1,1,0
124,1,1,1
125,0,2,1
126,1,1,1
127,0,3,3
128,0,3,3
129,0,3,3
130,1,0,3
131,1,0,1
132,0,3,2
133,0,3,3
134,0,3,2
135,0,3,2
136,1,0,0
137,0,2,1
138,0,2,3
139,1,1,3
140,0,3,3
141,1,1,3
142,1,1,1
143,1,0,1
144,1,1,2
145,0,2,2
146,0,2,3
147,1,0,0
148,1,1,2
149,0,3,3
150,0,2,1
151,0,3,3
152,1,1,0
153,0,3,3
154,0,3,3
155,1,1,1
156,1,0,0
157,0,2,2
158,0,3,3
159,0,3,3
160,1,1,2
161,0,2,2
162,0,3,3
163,1,1,2
164,0,3,2
165,1,1,1
166,1,0,1
167,0,3,3
168,1,0,1
169,0,3,3
170,1,1,3
171,0,3,3
172,1,0,1
173,1,1,2
174,0,2,2
175,0,3,2
176,0,2,1
177,1,0,0
178,1,0,1
179,1,0,2
180,1,1,0
181,0,2,3
182,1,0,3
183,0,3,3
184,0,2,2
185,0,3,2
186,0,2,2
187,0,2,2
188,0,2,2
189,0,2,3
190,1,1,1
191,1,0,1
192,0,2,3
193,1,0,3
194,1,0,0
195,0,2,2
196,0,2,3
197,1,0,2
198,1,1,3
199,1,1,0
200,1,0,1
201,1,0,3
202,0,2,2
203,1,1,0
204,0,3,2
205,0,3,3
206,1,1,3
207,1,0,0
208,0,3,3
209,0,3,2
210,0,3,2
211,1,0,0
212,0,3,2
213,1,0,1
214,1,1,1
215,1,1,0
216,0,3,2
217,1,0,1
218,0,2,2
219,0,2,3
220,0,3,2
221,1,0,1
222,0,2,3
223,1,0,3
224,1,0,0
225,1,0,0
226,0,2,3
227,1,0,0
228,0,3,2
229,1,1,3
230,1,0,1
231,1,0,3
232,1,0,3
233,1,0,3
234,0,3,3
235,1,1,3
236,0,3,3
237,0,3,3
238,0,3,3
239,0,3,2
240,0,2,3
241,1,0,3
242,0,3,3
243,1,1,2
244,1,0,2
245,1,0,1
246,0,2,2
247,0,3,3
248,1,1,0
