Variable,A,A,B,B,B,B,C,C,C,C
Value,0,1,0,1,2,3,0,1,2,3
0,0.2037352858934623,0.7962647141065378,0.07904070274959568,0.6446067123575301,0.15900056744819846,0.11735201744467563,0.061438442821905255,0.8921318713993199,0.04642968577877465,0.0
1,0.0,1.0,1.0,0.0,0.0,0.0,0.8677541794863758,0.049921494576339806,0.0,0.08232432593728442
2,0.11806298814942211,0.8819370118505778,0.0,0.13311348316180055,0.8668865168381995,0.0,0.0,0.0,0.0,1.0
3,0.9781330968167756,0.02186690318322442,0.1308884230403715,0.0013090659228283544,0.8061366042303749,0.06166590680642518,0.03426910428766871,0.10493989316718084,0.13826221357504956,0.722528788970101
4,0.0,1.0,0.7960795290310021,0.0635005130209059,0.14041995794809192,0.0,0.0,0.15322100893572616,0.0,0.8467789910642739
5,1.0,0.0,0.0,0.0,0.0,1.0,0.10234345664000737,0.0,0.0,0.8976565433599926
6,0.0,1.0,0.9262847037671167,0.07371529623288323,0.0,0.0,0.0,0.9611933053321401,0.0,0.038806694667859874
7,1.0,0.0,0.03607373615874572,0.04317906285668267,0.14995914001730368,0.7707880609672679,0.18289421975207407,0.0,0.0,0.8171057802479259
8,0.0,1.0,0.1649088425577937,0.7005991159837842,0.0007670797632103812,0.1337249616952118,0.08669939156571475,0.0,0.161304179757406,0.7519964286768792
9,0.22228196848819515,0.7777180315118049,0.14922794449584242,0.8507720555041577,0.0,0.0,0.0,0.14768723260784206,0.0,0.8523127673921579
10,0.9561123500556487,0.04388764994435134,0.0,0.02962327030019109,0.0,0.9703767296998089,0.12654475473690857,0.15451291264071626,0.06372898394989292,0.6552133486724823
11,1.0,0.0,0.0,0.032390382290285846,0.0,0.9676096177097142,0.10589809967365414,0.0,0.8639965100821511,0.030105390244194827
12,0.0,1.0,0.0,0.9550369437212054,0.04496305627879466,0.0,0.9027727632032458,0.0,0.0,0.09722723679675409
13,0.9997639486971764,0.00023605130282355682,0.0,0.0,1.0,0.0,0.0,0.0,0.8346198518507247,0.16538014814927515
14,0.9477145597888582,0.05228544021114188,0.0,0.04629426137422228,0.9537057386257777,0.0,0.0,0.7625195888660851,0.06059274332250843,0.17688766781140655
15,1.0,0.0,0.12567038369571132,0.08182074755591838,0.7925088687483702,0.0,0.17767054632898885,0.0,0.8223294536710112,0.0
16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9408843623003957,0.05911563769960427,0.0
17,0.86191328224346,0.13808671775653997,0.13534820155295071,0.06394450684006076,0.061574777860691265,0.7391325137462972,0.05611507867862993,0.2239988515558864,0.0,0.7198860697654836
18,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,0.0,1.0,0.8967979391752923,0.0,0.0,0.1032020608247077,0.0,0.0,0.17808036283959636,0.8219196371604036
20,0.041812083845337786,0.9581879161546624,0.8986946218320909,0.09399300303809908,0.00731237512980984,0.0,0.0,0.9589312200797201,0.041068779920279894,0.0
21,0.0,1.0,0.004969075909108671,0.8463551856544255,0.1486757384364658,0.0,1.0,0.0,0.0,0.0
22,0.0,1.0,0.0,0.8723236355045184,0.1276763644954816,0.0,0.0010695309274945787,0.0,0.02366067500073029,0.975269794071775
23,0.11139129920062428,0.8886087007993757,0.9354936073299395,0.06450639267006052,0.0,0.0,0.0,0.0,0.9995467088570971,0.0004532911429029436
24,0.9445931209579314,0.05540687904206853,0.0,0.0,0.05053041921981652,0.9494695807801834,0.0,0.000417995124278225,0.0,0.9995820048757218
25,1.0,0.0,0.0,0.054369093581127514,0.0029330085148738306,0.9426978979039986,0.0,0.0,0.0,1.0
26,0.9927659537010515,0.007234046298948592,0.05935689804426694,0.07627124096977082,0.8643718609859623,0.0,0.0,0.0,0.017331438976968424,0.9826685610230316
27,0.9837749611354527,0.016225038864547278,0.14513101054089703,0.019576658684200016,0.0,0.835292330774903,0.07895216639995144,0.0,0.05611340613743768,0.864934427462611
