,A,B,C
0,1,1,1
1,1,0,0
2,1,2,3
3,0,2,3
4,1,0,3
5,0,3,3
6,1,0,1
7,0,3,3
8,1,1,3
9,1,1,3
10,0,3,3
11,0,3,2
12,1,1,0
13,0,2,2
14,0,2,1
15,0,2,2
16,1,0,1
17,0,3,3
18,1,0,0
19,1,0,3
20,1,0,1
21,1,1,0
22,1,1,3
23,1,0,2
24,0,3,3
25,0,3,3
26,0,2,3
27,0,3,3
28,0,3,3
29,1,1,1
30,1,1,2
31,0,3,2
32,0,3,3
33,1,0,2
34,1,0,1
35,0,3,3
36,1,1,1
37,0,3,2
38,0,3,3
39,1,1,2
40,1,0,2
41,1,1,3
42,1,1,1
43,1,1,2
44,1,0,2
45,0,3,2
46,0,3,2
47,0,3,3
48,1,1,0
49,1,1,2
50,0,3,3
51,0,3,3
52,1,0,1
53,1,1,0
54,1,1,2
55,1,1,0
56,0,2,2
57,1,1,3
58,1,0,2
59,1,1,2
60,0,2,2
61,0,3,3
62,0,3,3
63,0,2,2
64,0,3,3
65,1,0,0
66,1,1,0
67,0,3,2
68,1,1,1
69,1,1,2
70,0,2,0
71,1,0,2
72,1,0,0
73,0,2,1
74,1,1,2
75,0,3,2
76,0,3,2
77,1,0,2
78,1,0,3
79,1,0,1
80,0,3,3
81,1,1,1
82,1,0,2
83,1,0,1
84,0,2,3
85,1,1,3
86,1,1,1
87,1,0,1
88,0,3,2
89,1,1,0
90,1,0,1
91,1,0,0
92,1,0,1
93,0,2,2
94,0,2,3
95,0,3,2
96,0,2,2
97,1,1,0
98,1,1,0
99,0,2,2
100,1,0,0
101,0,2,3
102,0,3,3
103,1,0,0
104,1,0,0
105,0,3,3
106,1,0,1
107,0,2,3
108,0,3,3
109,1,1,3
110,0,2,1
111,1,0,2
112,1,0,0
113,1,1,2
114,0,3,2
115,1,0,1
116,1,0,3
117,0,2,3
118,1,1,3
119,1,0,2
120,1,0,2
121,1,0,2
122,1,0,2
123,1,0,1
124,0,3,3
125,1,0,0
126,1,1,1
127,0,3,3
128,1,0,0
129,1,1,3
130,0,2,1
131,0,2,3
132,0,3,3
133,0,3,2
134,1,1,1
135,1,0,1
136,1,0,2
137,0,3,3
138,1,1,1
139,0,3,3
140,0,3,1
141,1,1,1
142,1,1,2
143,0,3,1
144,1,1,2
145,1,0,2
146,0,3,2
147,1,1,1
148,0,3,3
149,0,3,3
150,0,3,3
151,1,2,3
152,1,1,1
153,0,2,2
154,1,0,3
155,1,1,1
156,1,0,3
157,0,3,2
158,1,1,1
159,0,2,2
160,1,1,0
161,1,0,1
162,0,2,3
163,0,2,1
164,1,0,1
165,1,0,0
166,0,3,2
167,1,1,0
168,1,1,1
169,1,0,0
170,1,1,0
171,0,3,3
172,1,0,2
173,1,0,1
174,0,3,3
175,1,0,3
176,1,1,0
177,1,1,1
178,0,2,3
179,1,0,3
180,0,3,3
181,0,3,3
182,1,1,1
183,0,3,3
184,0,3,3
185,1,0,2
186,1,1,1
187,1,1,2
188,1,0,3
189,1,1,0
190,1,1,1
191,1,1,2
192,1,0,2
193,0,3,2
194,1,0,0
195,1,1,1
196,0,3,2
197,1,1,1
198,0,3,2
199,1,1,0
200,0,3,2
201,1,1,1
202,0,2,2
203,0,3,2
204,0,3,2
205,1,0,2
206,0,2,1
207,1,1,0
208,1,0,3
209,0,2,2
210,0,2,1
211,1,0,1
212,1,1,1
213,0,3,3
214,0,2,2
215,0,2,3
216,1,0,0
217,1,0,1
218,1,1,0
219,1,0,0
220,1,1,3
221,1,1,2
222,1,0,1
223,1,1,1
224,0,3,3
225,1,0,0
226,1,0,0
227,1,0,0
228,1,0,1
229,1,1,3
230,1,1,0
231,1,0,3
232,0,3,3
233,1,0,1
234,0,3,3
235,0,3,3
236,1,1,0
237,1,2,2
238,0,3,3
239,1,0,0
240,0,3,3
241,0,2,1
242,0,3,3
243,0,2,2
244,1,0,2
245,1,0,3
246,1,0,2
247,1,0,0
248,0,3,3
249,1,1,2
250,1,1,1
251,1,1,1
252,1,1,2
253,1,1,2
254,1,0,2
255,1,1,0
256,1,0,0
257,0,3,3
258,0,2,1
259,0,3,3
260,0,2,2
261,1,1,1
262,0,2,1
263,0,3,2
264,1,0,2
265,0,2,3
266,0,2,1
267,0,3,2
268,0,3,2
269,1,0,3
270,0,3,3
271,0,2,2
272,1,1,0
273,1,0,1
274,0,3,3
275,1,0,0
