Variable,A,A,B,B,B,B,C,C,C,C
Value,0,1,0,1,2,3,0,1,2,3
0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.0,0.5
1,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.18647828467411387,0.8135217153258862,0.0,0.0
2,0.5,0.5,0.4492605028974603,0.5507394971025398,0.0,0.0,0.0,0.5,0.0,0.5
3,0.5,0.5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0
4,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.8050881529993426,0.19491184700065736
5,0.5,0.5,0.0,0.0,1.0,0.0,0.4248437073990903,0.4248437073990903,0.0,0.1503125852018196
6,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
7,0.0,1.0,0.7157305895854481,0.20866383925844031,0.0756055711561115,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
8,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3940291079051251,0.3940291079051251,0.21194178418974993,0.0
9,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
10,1.0,0.0,0.25,0.25,0.25,0.25,0.5,0.5,0.0,0.0
11,0.5,0.5,0.0,0.5665177953882097,0.0,0.4334822046117903,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
12,1.0,0.0,0.25,0.25,0.25,0.25,0.28272816453198796,0.28272816453198796,0.15181550640403613,0.28272816453198796
13,0.0,1.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
14,0.0,1.0,0.2755405304625701,0.3622297347687149,0.3622297347687149,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
15,1.0,0.0,0.5,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
