,A,B,C
0,1,0,1
1,0,0,1
2,1,1,1
3,1,0,1
4,0,2,2
5,0,2,0
6,0,3,3
7,1,0,1
8,0,2,3
9,1,3,2
10,0,0,0
11,1,1,3
12,0,0,3
13,1,2,2
14,1,1,0
15,0,0,3
16,1,1,1
17,0,3,3
18,0,3,3
19,0,3,3
20,1,0,0
21,1,3,2
22,1,2,2
23,0,3,3
24,1,0,1
25,1,2,2
26,1,0,2
27,1,3,2
28,1,1,0
29,1,2,1
30,1,0,1
31,1,0,1
32,0,3,3
33,1,0,0
34,1,0,2
35,0,0,1
36,1,1,1
37,1,2,2
38,1,0,1
39,0,1,3
40,1,2,0
41,0,3,3
42,1,3,2
43,1,0,0
44,1,0,0
45,0,3,3
46,1,2,0
47,1,0,1
48,0,2,3
49,1,1,1
50,1,2,2
51,0,0,0
52,1,0,1
53,0,0,3
54,1,0,0
55,1,0,0
56,1,0,1
57,1,2,0
58,1,1,1
59,1,2,0
60,1,3,2
61,1,2,2
62,0,3,3
63,1,0,0
64,1,2,2
65,1,0,0
66,1,3,2
67,1,3,2
68,1,0,0
69,0,1,1
70,1,0,2
71,1,0,0
72,0,0,3
73,1,0,3
74,1,0,1
75,0,2,0
76,0,3,2
77,1,2,2
78,1,0,0
79,0,3,3
80,0,3,3
81,1,0,2
82,1,1,1
83,0,2,0
84,0,1,0
85,0,1,1
86,1,3,2
87,0,0,3
88,1,2,2
89,1,2,2
90,1,3,2
91,1,0,3
92,0,2,0
93,0,0,3
94,1,3,2
95,0,2,0
96,1,0,2
97,1,2,2
98,1,0,2
99,1,1,3
100,0,0,3
101,1,0,2
102,1,0,1
103,0,3,3
104,1,0,1
105,0,2,1
106,1,0,2
107,0,2,3
108,1,0,3
109,1,0,0
110,0,3,3
111,0,2,2
112,1,0,1
113,1,1,2
114,1,0,1
115,1,0,1
116,1,0,1
117,1,0,1
118,0,3,3
119,1,0,1
120,1,0,0
121,1,0,2
122,1,0,2
123,1,0,0
124,1,0,3
125,1,3,2
126,1,0,1
127,1,0,2
128,1,0,2
129,1,3,2
130,1,1,1
131,1,2,2
132,1,0,0
133,0,1,1
134,1,2,2
135,1,0,2
136,0,3,2
137,1,1,0
138,0,2,0
139,1,1,1
140,1,3,2
141,0,1,3
142,1,0,1
143,0,0,3
144,1,2,2
145,1,3,2
146,1,1,1
147,1,1,0
148,0,3,3
149,0,1,1
150,1,0,2
151,1,0,1
152,1,0,2
153,1,0,1
154,0,0,3
155,0,1,3
156,1,1,0
157,0,3,3
158,1,0,0
159,1,0,2
160,1,0,1
161,0,2,0
162,1,2,2
163,1,1,1
164,1,0,2
165,1,0,2
166,1,3,2
167,1,0,0
168,1,0,0
169,1,2,0
170,1,3,2
171,1,0,0
172,0,3,3
173,1,0,2
174,0,2,3
175,1,1,0
176,1,1,0
177,1,1,1
178,0,3,2
179,0,0,3
180,1,0,0
181,0,1,3
182,1,1,2
183,0,3,3
184,1,1,1
185,1,3,2
186,1,0,1
187,0,3,3
188,0,3,0
189,1,0,0
190,1,1,1
191,1,0,2
192,1,0,1
193,1,1,1
194,1,1,2
195,1,0,2
196,1,0,2
197,1,0,0
198,0,2,3
199,1,0,1
200,1,3,3
201,1,3,2
202,1,0,2
203,1,3,2
204,0,3,3
205,0,2,2
206,0,0,3
207,0,0,3
208,1,0,2
209,1,3,2
210,0,3,3
211,1,3,2
212,1,3,2
213,1,0,3
214,1,0,1
215,0,0,3
216,0,2,2
217,1,0,0
218,0,0,3
219,1,3,2
220,1,2,1
221,1,1,0
222,0,1,2
223,0,3,3
224,0,3,3
225,0,1,0
226,1,3,2
227,0,0,3
228,0,2,1
229,0,2,0
230,1,2,1
231,1,1,1
232,0,3,3
233,1,0,2
234,0,3,2
235,0,3,3
236,0,0,3
237,1,0,3
238,0,0,3
239,0,1,3
240,1,0,3
241,0,0,3
