Variable,A,A,B,B,B,B,C,C,C,C
Value,0,1,0,1,2,3,0,1,2,3
0,0.0,1.0,0.3318484454112385,0.5507829148817179,0.11736863970704357,0.0,0.0,1.0,0.0,0.0
1,0.13189845143947063,0.8681015485605293,0.7185739631256549,0.0,0.2814260368743451,0.0,0.0,0.6043080001879231,0.0,0.3956919998120769
2,0.8110426169335795,0.18895738306642046,0.0,0.030234346219360574,0.9697656537806395,0.0,0.5117250057023007,0.005356988350307801,0.4829180059473915,0.0
3,0.13781633461038456,0.8621836653896154,0.0,0.0,1.0,0.0,0.09062076518207524,0.6588471124455406,0.25053212237238415,0.0
4,0.15376823672035686,0.8462317632796431,0.09219629030291356,0.0,0.7631079517962154,0.14469575790087114,0.9381093291244399,0.0,0.0,0.06189067087556012
5,0.5,0.5,0.33438575966163575,0.6656142403383642,0.0,0.0,0.7213212325802141,0.2786787674197859,0.0,0.0
6,0.30544386735197937,0.6945561326480206,0.47528663433992124,0.28530389046113647,0.0,0.2394094751989424,0.0,0.42841045770274333,0.1431790845945134,0.42841045770274333
7,0.636786145276864,0.363213854723136,0.05719436107909934,0.09483204695892232,0.02601302741726101,0.8219605645447174,0.3509022911645573,0.0,0.4276389216102076,0.22145878722523513
8,0.0,1.0,0.5023375164874954,0.0,0.49766248351250464,0.0,0.2649325280930681,0.2816057245203454,0.4108574214688176,0.042604325917768845
9,0.0,1.0,0.4832033083789549,0.4832033083789549,0.03359338324209006,0.0,0.0,0.41655864679251214,0.41655864679251214,0.16688270641497563
10,1.0,0.0,0.2846589692364174,0.45244157078555447,0.0,0.2628994599780281,0.0,0.27839971749802933,0.7216002825019707,0.0
11,0.21866720868017409,0.7813327913198259,0.4869683013072662,0.5130316986927337,0.0,0.0,0.07261682546952823,0.20038597795543683,0.2504979538344912,0.4764992427405439
12,1.0,0.0,0.06837868896167812,0.0,0.06856418478734205,0.8630571262509797,0.0,0.34162902939312356,0.22809187645417375,0.4302790941527026
13,0.37599912255660267,0.6240008774433973,1.0,0.0,0.0,0.0,0.30408566013445987,0.1986757375721763,0.30408566013445987,0.19315294215890405
14,1.0,0.0,0.0,0.85359126194596,0.14640873805404003,0.0,0.0,0.0,0.21207300313373373,0.7879269968662662
15,0.4868323733653193,0.5131676266346807,0.12912377959610388,0.5043882146272718,0.0,0.36648800577662427,0.0,0.0,0.04552763447114455,0.9544723655288554
16,0.5725452137573112,0.42745478624268884,0.05371961244238976,0.44827683212866815,0.49800355542894204,0.0,0.06080003325889436,0.11511407490409803,0.8240858918370076,0.0
17,0.6865645457955037,0.3134354542044963,0.0,0.2802814894119341,0.0,0.7197185105880659,0.1212303535271034,0.23561131157603374,0.4219927526862669,0.221165582210596
18,0.13765398624580896,0.8623460137541911,0.12943671115943037,0.8705632888405695,0.0,0.0,0.0,0.33151532597327027,0.6684846740267298,0.0
19,0.18748577852973033,0.8125142214702695,0.5081287202402139,0.49187127975978595,0.0,0.0,0.7305534093247719,0.0,0.0,0.2694465906752282
20,0.2936891467868735,0.7063108532131266,0.3009924506561225,0.48315347664943636,0.014795430028633417,0.20105864266580775,0.0,0.5042520993670343,0.0,0.49574790063296564
21,1.0,0.0,0.022038779253808944,0.3326068861510599,0.6453543345951313,0.0,0.0,0.0,0.672657100122333,0.3273428998776669
22,0.7084247043937573,0.2915752956062428,0.0,0.0,0.40105292960235284,0.598947070397647,0.0,1.0,0.0,0.0
23,0.041360608826212966,0.958639391173787,0.0,1.0,0.0,0.0,0.2811639190415076,0.26442233036884283,0.2719432395037219,0.18247051108592766
24,0.0,1.0,0.0,0.9084204091519311,0.09157959084806885,0.0,0.0,0.5973075839354075,0.0,0.40269241606459244
25,0.17462306279679213,0.8253769372032078,0.0,0.7191846276106509,0.28081537238934906,0.0,0.0,0.9000563431518839,0.0,0.09994365684811615
26,0.6153264348354415,0.38467356516455864,0.0,0.22263559693648058,0.3047671115553172,0.4725972915082021,0.1842055044792039,0.40789724776039804,0.0,0.40789724776039804
