,A,B,C
0,0,3,3
1,0,3,2
2,0,3,2
3,1,0,0
4,0,2,2
5,0,3,3
6,1,0,3
7,0,3,3
8,1,1,2
9,0,3,2
10,1,1,1
11,1,1,1
12,1,0,3
13,0,3,2
14,1,1,0
15,1,1,1
16,1,0,0
17,0,3,2
18,0,3,2
19,0,3,3
20,1,1,0
21,0,3,3
22,0,3,3
23,0,3,3
24,0,3,3
25,1,1,2
26,1,1,3
27,1,0,3
28,1,1,0
29,0,3,3
30,1,0,1
31,1,0,1
32,1,0,2
33,0,2,1
34,1,1,1
35,0,2,2
36,0,3,3
37,0,2,2
38,0,3,3
39,1,1,3
40,0,3,3
41,0,3,3
42,1,0,0
43,1,0,1
44,1,1,3
45,1,1,3
46,1,1,3
47,1,1,1
48,0,2,0
49,1,1,1
50,0,2,2
51,1,0,1
52,1,1,2
53,1,1,1
54,1,1,2
55,1,1,0
56,1,1,2
57,1,0,0
58,1,0,3
59,1,0,0
60,1,0,1
61,1,1,1
62,1,1,1
63,0,3,3
64,0,2,1
65,1,0,1
66,1,1,3
67,0,3,3
68,1,1,1
69,0,3,3
70,0,2,3
71,1,0,2
72,1,0,0
73,1,1,2
74,0,2,3
75,1,1,3
76,1,1,2
77,0,2,3
78,1,1,3
79,1,0,2
80,1,1,2
81,0,3,2
82,1,1,0
83,1,0,1
84,0,3,1
85,1,0,2
86,0,2,0
87,1,1,2
88,1,0,0
89,1,1,2
90,0,3,3
91,1,1,1
92,0,2,1
93,1,0,3
94,0,2,1
95,1,1,3
96,0,2,2
97,1,0,2
98,0,3,3
99,1,0,3
100,1,0,0
101,1,0,0
102,0,3,2
103,0,3,3
104,0,2,2
105,1,1,0
106,1,1,0
107,0,3,3
108,1,1,2
109,1,1,1
110,1,0,0
111,0,3,2
112,0,3,3
113,1,1,2
114,0,3,3
115,1,1,0
116,1,0,2
117,0,3,3
118,1,0,2
119,1,0,0
120,1,1,0
121,0,3,2
122,1,1,1
123,1,1,1
124,0,3,2
125,0,3,2
126,0,2,1
127,0,3,2
128,0,2,2
129,1,1,3
130,1,1,2
131,0,3,3
132,1,1,3
133,1,1,0
134,0,3,2
135,1,1,3
136,1,1,3
137,1,1,2
138,1,1,1
139,0,2,2
140,1,0,0
141,0,3,2
142,1,1,1
143,1,1,3
144,1,1,2
145,0,3,2
146,1,0,0
147,1,1,1
148,0,3,2
149,1,0,1
150,1,0,3
151,1,0,0
152,1,0,1
153,0,3,3
154,1,0,1
155,1,1,2
156,1,0,0
157,1,1,0
158,1,1,3
159,0,3,2
160,1,0,2
161,1,0,1
162,1,0,1
163,1,0,1
164,0,3,3
165,0,3,3
166,0,3,2
167,0,2,2
168,1,0,2
169,1,1,3
170,0,2,2
171,1,1,3
172,1,0,0
173,1,1,1
174,1,0,2
175,1,1,1
176,0,2,2
177,1,0,1
178,0,2,2
179,0,3,1
180,0,3,3
181,0,3,3
182,1,0,2
183,0,3,3
184,0,3,2
185,1,0,2
186,1,0,3
187,1,0,1
188,1,1,2
189,0,3,2
190,0,3,3
191,1,1,0
192,1,1,2
193,1,1,2
194,0,3,2
195,1,0,0
196,1,1,2
197,0,3,2
198,0,2,3
199,0,2,2
200,0,2,2
201,0,3,3
202,1,1,1
203,1,1,3
204,0,2,3
205,0,2,2
206,1,1,0
207,1,0,1
208,1,1,0
209,0,3,3
210,1,0,2
211,1,1,0
212,1,0,1
213,0,2,3
214,1,0,2
215,0,3,3
216,1,1,0
217,0,3,2
218,0,3,2
219,1,1,2
220,0,2,3
221,1,1,1
222,1,1,1
223,1,1,1
224,0,2,2
225,0,2,3
226,0,3,3
227,1,1,3
228,0,2,2
229,1,1,0
230,1,1,0
231,1,0,2
232,1,1,0
233,0,2,3
234,0,3,3
235,0,3,2
236,1,1,3
237,1,0,0
238,1,1,0
239,1,0,1
240,1,1,0
241,1,1,2
242,1,0,3
243,1,0,1
244,1,0,0
245,1,1,2
246,1,0,1
247,0,3,3
248,1,0,3
249,1,1,1
250,1,0,3
251,0,2,1
252,1,1,0
253,1,1,1
254,0,3,3
255,1,1,3
256,1,1,2
257,1,0,0
258,1,1,1
259,1,0,0
260,0,2,3
261,1,1,3
262,1,1,2
263,1,1,2
264,1,0,0
265,0,3,2
266,0,3,3
267,0,2,2
268,0,2,2
269,1,1,3
270,1,1,1
271,0,3,3
272,0,2,2
273,1,0,3
274,0,2,3
275,1,0,3
276,1,1,3
277,0,2,3
278,1,1,1
279,0,3,2
280,1,0,3
281,1,0,2
282,1,0,3
283,1,0,0
284,1,0,1
285,0,2,2
286,1,0,3
287,1,0,2
288,0,2,1
289,1,1,0
290,0,3,3
291,1,1,1
292,1,1,1
293,1,1,1
294,0,2,3
295,1,0,2
296,1,0,3
297,0,3,2
298,1,1,0
299,1,1,2
300,0,3,3
301,0,3,3
302,0,2,2
303,0,3,2
304,1,0,0
305,1,0,2
306,1,1,0
307,0,2,3
308,0,2,2
309,1,0,1
310,0,3,2
311,0,2,2
312,1,0,1
313,1,1,3
314,0,3,3
315,0,3,3
316,1,0,0
317,1,1,0
318,0,3,3
319,0,3,2
320,0,3,3
321,1,1,2
322,1,1,1
323,1,0,2
324,1,0,0
325,0,3,2
326,1,1,1
327,1,0,1
328,1,1,3
329,0,3,2
330,0,3,2
331,1,0,0
332,1,0,0
333,1,0,3
334,0,3,2
335,0,3,3
336,1,0,0
337,1,0,1
338,0,3,3
339,1,0,0
340,0,3,2
341,0,3,3
342,0,2,2
343,1,1,0
344,1,1,2
345,1,0,0
346,1,1,2
347,1,0,0
348,0,2,2
349,1,0,2
350,1,1,1
351,1,0,3
352,1,1,1
353,1,1,1
354,1,1,2
355,1,0,3
356,0,3,3
357,1,1,1
358,1,0,0
359,1,1,1
360,0,3,3
361,0,2,3
362,0,3,3
363,1,0,0
364,1,1,2
365,1,1,2
366,0,2,2
367,0,3,2
368,0,3,3
369,1,1,3
370,0,3,2
371,1,0,0
372,0,2,1
373,0,2,3
374,1,1,2
375,0,2,1
376,0,3,3
377,0,3,1
378,0,3,2
379,1,0,3
380,0,3,3
381,1,0,2
382,1,0,3
383,1,1,1
384,1,0,0
385,1,0,0
386,1,1,1
387,0,2,1
388,1,1,0
389,0,3,3
390,1,1,1
391,0,2,2
392,1,0,0
393,1,0,2
394,0,3,1
395,1,0,3
396,1,0,0
397,1,0,1
398,0,2,3
399,0,2,3
400,1,1,2
401,0,3,3
402,1,0,0
403,1,0,0
404,0,2,3
405,1,1,0
406,1,1,2
407,1,0,1
408,1,1,2
409,1,0,0
410,0,3,3
411,1,1,3
412,0,2,2
413,1,0,0
414,1,0,0
415,1,1,2
416,1,1,2
417,1,1,0
418,1,1,0
419,0,3,3
420,1,0,2
421,0,3,1
422,1,0,1
423,1,1,0
424,1,0,2
425,0,3,2
426,0,3,2
427,1,0,1
428,1,1,1
429,0,2,2
430,0,3,3
431,0,3,2
432,0,3,3
433,1,0,3
434,1,1,1
435,1,1,2
436,1,0,2
437,1,0,1
438,0,3,2
439,0,2,2
440,0,2,3
441,1,1,1
442,1,0,1
443,0,2,3
444,0,3,3
445,0,3,1
446,1,1,1
447,0,2,1
448,1,1,1
449,1,0,3
450,0,3,3
451,1,0,1
452,1,1,0
453,0,3,3
454,1,0,3
455,0,3,3
456,1,1,2
457,0,3,3
458,1,1,2
459,0,3,2
460,1,0,3
461,1,1,0
462,0,2,2
463,0,2,2
464,0,3,3
465,1,0,1
466,0,3,3
467,1,0,0
468,1,1,0
469,1,1,2
470,1,0,2
471,1,1,2
472,1,0,1
473,1,0,0
474,0,2,2
475,1,0,2
476,1,1,0
477,1,1,1
478,1,0,2
479,1,0,1
480,0,3,3
481,1,1,1
482,0,3,3
483,1,1,0
484,1,1,2
485,0,3,1
486,0,3,3
487,0,3,3
488,0,2,1
489,1,0,0
490,1,1,1
491,1,1,0
492,1,1,2
493,0,3,3
494,1,1,2
495,0,2,3
496,0,2,1
497,0,2,2
498,0,3,3
499,1,0,0
500,1,1,0
501,1,1,1
502,1,1,2
503,0,3,2
504,0,3,3
505,0,3,3
506,1,1,1
507,0,3,3
508,1,0,3
509,0,3,3
510,0,2,2
511,1,1,3
512,1,1,1
513,0,2,2
514,0,3,1
515,1,1,1
516,1,1,2
517,1,1,1
518,0,2,3
519,0,2,1
520,1,0,1
521,1,1,2
522,0,2,3
523,0,3,3
524,1,1,3
525,1,0,3
526,0,3,3
527,0,3,3
528,1,1,1
529,1,1,2
530,1,1,2
531,0,2,2
532,0,2,2
533,0,3,3
534,0,3,3
535,1,1,1
536,1,1,0
537,0,3,3
538,0,2,1
539,0,3,2
540,0,2,3
541,1,0,0
542,1,1,2
543,0,2,3
544,0,3,3
545,1,0,2
546,0,3,1
547,1,0,1
548,1,0,0
549,0,2,2
550,0,2,3
551,1,1,3
552,1,0,1
553,1,1,2
554,1,1,2
555,1,1,1
556,1,1,2
557,1,0,3
558,0,3,3
559,0,2,2
560,1,1,1
561,0,3,2
562,1,0,2
563,1,0,3
564,1,0,3
565,0,3,3
566,0,2,2
567,1,0,1
568,1,1,2
569,0,3,2
570,1,1,1
571,0,2,3
572,1,1,1
573,0,3,3
574,0,3,3
575,0,3,3
576,1,0,0
577,1,0,2
578,1,1,0
579,0,3,3
580,1,1,2
581,0,3,2
582,0,3,1
583,1,1,1
584,1,1,0
585,1,0,0
586,0,2,2
587,0,2,2
588,0,3,3
589,1,0,1
590,1,1,0
591,0,2,2
592,1,0,3
593,1,0,0
594,1,0,0
595,1,1,0
596,0,3,3
597,1,0,1
598,1,1,1
599,1,1,3
600,0,3,3
601,1,1,0
602,0,2,2
603,0,3,2
604,1,1,1
605,1,0,1
606,1,0,1
607,1,0,1
608,1,1,2
609,1,1,2
610,0,3,3
611,1,1,1
612,0,2,1
613,1,0,2
614,1,0,0
615,0,3,3
616,0,3,2
617,1,0,1
618,0,3,3
619,1,1,2
620,1,1,1
621,1,0,3
622,1,0,1
623,0,2,3
624,1,1,2
625,0,3,2
626,1,1,1
627,0,2,2
628,1,0,0
629,0,3,3
630,0,2,2
631,0,3,3
632,0,3,3
633,1,0,3
634,1,0,3
635,1,0,3
636,0,2,3
637,0,2,2
638,1,1,3
639,0,3,3
640,0,3,3
641,1,0,0
642,1,1,1
643,1,1,0
644,0,2,3
645,0,2,2
646,1,0,3
647,1,0,0
648,1,1,2
649,0,3,3
650,0,2,2
651,0,3,3
652,1,0,0
653,1,0,1
654,1,0,2
655,0,3,3
656,0,2,3
657,0,3,2
658,1,0,1
659,1,1,0
660,1,0,0
661,1,0,3
662,1,1,1
663,0,3,2
664,0,2,3
665,0,3,3
666,0,3,2
667,1,1,0
668,1,0,3
669,1,0,1
670,0,3,3
671,1,1,3
672,1,1,2
673,1,0,2
674,0,3,2
675,0,2,1
676,0,3,1
677,0,2,3
678,1,1,2
679,0,2,2
680,0,2,3
681,1,0,1
682,0,2,2
683,0,3,3
684,0,3,2
685,1,0,0
686,0,3,3
687,1,1,1
688,1,0,2
689,1,1,0
690,1,1,2
691,0,2,2
692,1,1,2
693,1,1,2
694,1,0,1
695,1,0,2
696,1,0,1
697,0,3,2
698,1,0,1
699,1,1,0
700,1,1,1
701,0,3,2
702,1,1,2
703,1,0,2
704,1,1,2
705,1,1,2
706,0,2,2
707,1,0,2
708,0,3,2
709,0,2,1
710,1,1,1
711,0,2,1
712,0,3,3
713,0,2,2
714,0,3,2
715,0,2,3
716,0,2,2
717,1,0,0
718,1,1,2
719,0,3,2
720,0,3,3
721,1,1,2
722,1,0,0
723,1,1,3
724,1,1,0
725,1,1,3
726,0,3,2
727,0,2,3
728,0,2,3
729,0,3,3
730,1,1,1
731,1,0,1
732,1,1,2
733,1,1,1
734,0,3,3
735,1,1,2
736,1,0,1
737,1,1,2
738,1,1,2
739,1,0,2
740,0,3,3
741,1,1,2
742,0,3,2
743,0,2,3
744,0,3,2
745,0,2,3
746,1,1,3
747,0,2,3
748,0,3,2
749,0,2,2
750,0,2,2
751,1,0,3
752,1,0,0
753,0,3,2
754,0,3,3
755,0,3,3
756,1,1,3
757,0,3,2
758,0,3,2
759,0,2,3
760,1,1,2
761,0,3,3
762,0,2,3
763,0,2,2
764,0,3,3
765,0,2,2
766,0,3,3
767,1,0,0
768,0,3,3
769,1,0,0
770,1,1,0
771,1,1,2
772,1,0,2
773,1,1,1
774,0,2,3
775,0,3,3
776,1,0,0
777,1,0,0
778,1,1,2
779,0,2,2
780,1,1,1
781,1,1,2
782,1,1,1
783,1,0,0
784,0,3,2
785,1,1,2
786,1,1,3
787,1,1,1
788,1,0,0
789,1,0,1
790,1,0,1
791,1,0,2
792,0,3,3
793,0,3,2
794,0,3,2
795,0,3,3
796,1,1,2
797,1,0,3
798,1,1,3
799,0,3,1
800,0,2,2
801,0,2,3
802,0,2,1
803,0,3,3
804,1,0,2
805,1,1,3
806,0,3,3
807,1,0,2
808,0,2,3
809,1,0,1
810,0,2,3
811,0,3,3
812,1,0,0
813,1,1,2
814,1,1,2
815,1,0,3
816,0,2,2
817,1,0,0
