Variable,A,A,B,B,B,B,C,C,C,C
Value,0,1,0,1,2,3,0,1,2,3
0,0.7600378307777115,0.2399621692222886,0.0,0.0,0.5,0.5,0.0,0.7649759293180907,0.0,0.23502407068190934
1,0.0,1.0,0.3901407340611595,0.3901407340611595,0.08395511191809987,0.13576341995958108,0.40775902507370315,0.18448194985259378,0.0,0.40775902507370315
2,1.0,0.0,0.25,0.25,0.25,0.25,0.0,0.20474566019380536,0.0,0.7952543398061948
3,1.0,0.0,0.31227712485117526,0.437653155348854,0.2500697197999707,0.0,0.0,0.5,0.5,0.0
4,1.0,0.0,0.5,0.0,0.5,0.0,0.2526969995393703,0.25091289315402876,0.0,0.496390107306601
5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,0.33600303855852176,0.6639969614414782,0.0,0.6646471907689933,0.33535280923100674,0.0,0.0,0.0,1.0,0.0
7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8,0.43320514274184024,0.5667948572581597,0.36406375289224713,0.4957604746830412,0.03545177528931562,0.10472399713539608,0.8083755491953387,0.0,0.19162445080466137,0.0
9,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0
10,0.5,0.5,0.3067828951189941,0.0,0.3605440275791275,0.33267307730187845,0.0,0.3298427627061071,0.670157237293893,0.0
11,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0
12,0.5,0.5,0.12950475610781312,0.4898913963300954,0.0,0.3806038475620913,0.5583344029025529,0.0,0.0,0.4416655970974471
13,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.25
14,0.5,0.5,0.9566183205136028,0.0,0.0,0.043381679486397234,0.30510645483944304,0.30510645483944304,0.08468063548167087,0.30510645483944304
15,0.6502656044516223,0.34973439554837765,0.2593154764500987,0.0,0.3409231740019413,0.39976134954795994,0.1191988297036227,0.8808011702963773,0.0,0.0
16,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.35629280628456206,0.35629280628456206,0.28741438743087594
17,0.2851393881349824,0.7148606118650175,0.48801985816423776,0.0,0.3665341912046284,0.14544595063113394,0.4948229288980034,0.0,0.010354142203993185,0.4948229288980034
18,0.0,1.0,0.5,0.5,0.0,0.0,0.19550741553060333,0.22820095118124442,0.3337311887081965,0.2425604445799558
19,0.09789206640430526,0.9021079335956949,0.35900522845121785,0.35900522845121785,0.07737617485170004,0.20461336824586426,0.3451436733511777,0.07759268249012287,0.2321199708075217,0.3451436733511777
