,A,B,C
0,0,3,1
1,1,0,0
2,0,3,3
3,0,1,2
4,0,2,3
5,1,0,3
6,1,1,2
7,1,3,1
8,1,1,0
9,1,1,1
10,1,0,2
11,1,1,0
12,1,1,0
13,1,1,0
14,1,0,0
15,0,0,1
16,1,1,2
17,1,0,0
18,1,0,2
19,1,0,2
20,1,2,2
21,1,1,0
22,1,3,3
23,1,0,1
24,0,2,3
25,1,0,0
26,1,1,0
27,1,0,2
28,1,0,2
29,0,2,3
30,0,1,2
31,1,3,2
32,1,1,2
33,0,0,2
34,1,1,0
35,1,0,2
36,0,2,3
37,1,0,2
38,0,2,3
39,1,0,2
40,1,1,1
41,1,2,3
42,1,0,2
43,0,3,3
44,1,1,3
45,1,1,2
46,0,1,2
47,0,1,0
48,0,2,2
49,0,1,1
50,1,1,1
51,0,0,2
52,1,1,0
53,1,3,2
54,1,1,1
55,0,2,0
56,1,1,0
57,1,1,0
58,1,0,2
59,1,3,3
60,0,2,2
61,1,1,1
62,0,2,2
63,1,0,2
64,1,1,0
65,1,1,0
66,1,0,2
67,1,0,2
68,0,0,3
69,1,1,0
70,0,2,3
71,1,2,1
72,1,0,1
73,1,1,0
74,1,0,0
75,1,2,3
76,1,0,2
77,1,0,2
78,0,0,2
79,1,1,1
80,0,1,2
81,1,0,0
82,0,3,3
83,0,0,0
84,1,3,3
85,0,3,2
86,1,0,1
87,0,2,2
88,1,0,1
89,1,0,2
90,1,0,0
91,0,2,3
92,0,2,1
93,1,1,1
94,1,1,0
95,1,1,2
96,0,1,1
97,1,3,3
98,1,3,2
99,1,3,1
100,1,3,0
101,1,0,1
102,0,2,2
103,1,2,3
104,1,0,0
105,1,0,2
106,0,1,1
107,1,1,2
108,1,3,2
109,0,0,2
110,1,1,1
111,1,1,0
112,1,1,1
113,1,1,1
114,1,0,2
115,0,3,3
116,1,1,3
117,1,1,1
118,1,3,2
119,1,1,2
120,1,3,1
121,1,0,2
122,1,0,2
123,1,0,2
124,0,0,1
125,1,0,2
126,1,0,2
127,1,1,1
128,0,1,2
129,1,0,1
130,0,0,2
131,1,3,3
132,1,0,2
133,1,1,1
134,1,0,1
135,1,1,0
136,0,1,3
137,1,2,2
138,0,3,1
139,0,1,0
140,0,3,3
141,1,0,2
142,1,1,0
143,0,0,2
144,0,2,2
145,1,1,0
146,1,1,0
147,1,0,0
148,1,1,1
149,1,1,3
150,1,1,0
151,0,1,2
152,1,0,1
153,0,1,2
154,1,1,1
155,1,2,1
156,1,3,2
157,0,2,2
158,0,2,2
159,1,3,2
160,1,0,3
161,1,3,3
162,0,2,3
163,1,0,2
164,1,1,3
165,1,3,2
166,0,3,3
167,1,1,1
168,0,0,2
169,1,0,2
170,1,1,0
171,1,1,1
172,1,3,2
173,0,2,2
174,1,0,2
175,1,1,1
176,1,2,2
177,0,3,3
178,1,1,0
179,1,1,0
180,0,3,2
181,1,0,0
182,0,3,2
183,0,2,2
184,1,0,0
185,0,2,2
186,1,0,2
187,1,0,2
188,1,1,1
189,1,0,2
190,1,0,2
191,0,3,1
192,1,1,0
193,1,0,0
194,0,3,3
195,0,0,0
196,1,3,2
197,0,0,0
198,1,0,1
199,1,0,2
200,0,2,1
201,0,0,2
202,0,2,2
203,0,3,1
204,0,3,2
205,0,2,2
206,1,0,2
207,1,3,3
208,1,2,2
209,1,2,2
210,0,0,1
211,0,3,1
212,0,2,3
213,0,0,0
214,1,1,2
215,0,2,2
216,1,1,2
217,1,1,0
218,1,0,2
219,0,1,0
220,1,2,3
221,0,3,1
222,0,3,3
223,1,1,1
224,1,3,2
225,0,0,2
226,1,0,2
227,1,2,0
228,0,3,1
229,1,0,2
230,0,0,0
231,1,3,3
232,1,1,1
233,1,0,1
234,1,3,2
235,1,0,0
236,1,2,2
237,0,0,0
238,0,2,3
239,1,3,2
240,0,3,1
241,1,1,0
242,0,3,1
243,1,0,0
244,0,1,3
245,0,3,2
246,0,3,2
247,1,1,0
248,1,1,0
249,1,1,3
250,1,1,0
251,1,3,2
252,0,3,2
253,1,0,2
254,1,0,2
255,1,1,1
256,1,0,2
257,1,3,3
258,1,1,2
259,1,1,1
260,1,0,0
261,1,2,2
262,1,3,3
263,1,0,2
264,1,3,2
265,1,0,1
266,1,0,2
267,1,3,2
268,1,1,2
269,1,3,2
270,1,0,1
271,1,3,3
272,1,0,0
273,0,0,2
274,0,0,0
275,0,3,3
276,0,2,3
277,1,0,0
278,1,1,0
279,1,1,1
280,1,0,2
281,0,1,2
282,1,0,1
283,1,0,0
284,0,0,2
285,1,0,1
286,1,3,2
287,1,1,1
288,1,3,1
289,0,3,2
290,0,3,3
291,1,1,2
292,1,2,0
293,0,0,0
294,1,0,2
295,0,2,1
296,1,1,1
297,0,0,1
298,1,1,2
299,1,0,2
300,1,3,2
301,1,1,2
302,1,0,1
303,0,0,2
304,0,0,1
305,0,1,0
306,1,1,3
307,0,3,3
308,0,1,1
309,1,1,2
310,1,0,2
311,1,1,1
312,1,0,3
313,0,2,1
314,1,1,1
315,1,3,1
316,0,1,3
317,0,0,2
318,1,0,0
319,1,1,1
320,1,1,3
321,1,3,2
322,1,1,0
323,1,0,2
324,1,1,2
325,1,0,1
326,0,2,2
327,1,0,0
328,1,2,0
329,1,0,1
330,1,0,2
331,1,2,2
332,1,0,2
333,1,0,0
334,1,0,2
335,1,3,2
336,1,1,0
337,0,3,3
338,1,1,1
339,1,0,1
340,1,1,1
341,0,0,1
342,0,2,1
343,0,0,2
344,0,3,2
345,1,1,3
346,1,0,2
347,1,0,2
348,1,1,0
349,1,1,1
350,1,0,0
351,0,0,1
352,0,2,2
353,1,3,3
354,0,2,2
355,0,0,3
356,0,2,2
357,0,0,0
358,0,3,1
359,1,0,1
360,0,3,3
361,0,3,2
362,1,0,2
363,0,0,1
364,1,0,1
365,1,1,3
366,1,2,2
367,1,3,2
368,1,1,1
369,1,3,3
370,0,3,2
371,1,1,1
372,1,1,0
373,1,1,2
374,0,1,3
375,1,0,2
376,0,2,0
377,0,1,0
378,1,3,3
379,1,0,0
380,1,0,2
381,0,2,2
382,0,1,2
383,1,0,0
384,1,1,0
385,1,3,3
386,1,1,3
387,1,0,0
388,0,3,3
389,0,0,2
390,0,0,2
391,0,3,3
392,0,3,3
393,1,0,2
394,0,3,3
395,1,3,3
396,0,2,2
397,1,3,3
398,0,0,0
399,1,0,0
400,0,2,3
401,1,1,2
402,0,2,2
403,1,0,3
404,0,0,2
405,1,1,0
406,1,0,2
407,1,0,0
408,0,1,0
409,0,2,3
410,0,2,3
411,1,3,3
412,1,0,0
413,0,0,1
414,1,1,1
415,0,1,1
416,1,3,3
417,1,0,1
418,1,1,0
419,1,0,2
420,0,0,0
421,0,3,3
422,1,0,2
423,0,3,1
424,0,1,0
425,0,1,0
426,1,3,2
427,1,1,2
428,0,3,2
429,1,0,2
430,0,0,1
431,1,0,2
432,1,3,3
433,1,3,2
434,0,2,3
435,0,0,0
436,1,1,1
437,1,0,0
438,1,1,1
439,1,3,2
440,1,3,3
441,1,0,1
442,1,1,1
443,1,1,0
444,1,1,0
445,1,2,1
446,1,1,3
447,0,3,3
448,1,1,0
449,0,3,3
450,0,3,3
451,1,0,1
452,1,1,1
453,0,2,3
454,1,0,2
455,1,3,2
456,1,3,2
457,1,2,2
458,1,1,1
459,1,0,2
460,0,2,0
461,1,1,2
462,1,0,3
463,0,1,1
464,1,3,3
465,1,2,2
466,0,2,3
467,1,0,0
468,1,0,0
469,1,3,3
470,1,1,2
471,1,3,2
472,0,1,1
473,1,0,2
474,1,2,2
475,0,2,3
476,0,3,2
477,1,0,2
478,1,2,1
479,0,2,2
480,1,1,0
481,0,3,2
482,1,1,1
483,0,1,2
484,1,0,2
485,1,1,0
486,0,0,2
487,1,0,2
488,0,0,0
489,1,0,1
490,1,1,2
491,1,1,2
492,0,2,3
493,1,0,1
494,1,0,3
495,1,3,2
496,1,3,3
497,0,1,1
498,0,3,3
499,1,1,0
500,1,1,3
501,1,1,1
502,0,1,3
503,1,0,2
504,1,0,0
505,1,0,2
506,1,0,1
507,1,0,1
508,1,0,2
509,0,1,1
510,0,1,2
511,1,0,2
512,0,2,2
513,0,3,2
514,1,1,0
515,1,2,0
516,1,3,3
517,1,2,3
518,1,1,0
519,1,1,2
520,1,0,0
521,1,0,2
522,1,0,2
523,0,3,2
524,1,0,0
525,1,0,2
526,1,2,2
527,1,0,2
528,1,0,0
529,1,0,2
530,1,0,2
531,0,2,3
532,0,1,1
533,1,1,0
534,0,2,1
535,1,1,0
536,1,3,3
537,0,0,2
538,1,1,0
539,1,3,2
540,1,1,3
541,1,0,0
542,0,2,3
543,1,1,2
544,1,1,1
545,1,0,2
546,1,0,0
547,0,2,3
548,1,1,1
549,0,0,0
550,0,0,0
551,1,1,0
552,1,1,2
553,0,1,0
554,1,1,0
555,1,0,2
556,0,2,1
557,1,1,3
558,0,2,3
559,1,1,1
560,1,0,2
561,0,0,0
562,1,0,0
563,0,3,2
564,1,1,0
565,1,0,1
566,1,0,2
567,1,0,0
568,1,0,2
569,0,0,3
570,1,0,0
571,0,3,1
572,1,0,2
573,0,3,2
574,1,2,1
575,1,1,2
576,1,0,1
577,0,3,2
578,1,3,0
579,0,2,2
580,1,0,2
581,1,0,2
582,0,0,1
583,0,1,3
584,1,1,1
585,1,3,3
586,1,3,3
587,1,1,0
588,1,1,1
589,1,1,0
590,1,0,0
591,0,2,2
592,0,2,3
593,1,1,1
594,1,0,1
595,1,1,0
596,1,0,1
597,0,0,1
598,1,2,1
599,1,1,3
600,1,3,1
601,1,3,2
602,1,1,0
603,1,1,0
604,0,2,2
605,0,0,2
606,0,0,0
607,1,0,2
608,0,1,1
609,1,1,2
610,1,1,0
611,1,0,2
612,1,0,0
613,1,1,0
614,1,1,1
615,1,3,2
616,1,0,0
617,1,1,2
618,0,2,2
619,1,3,3
620,1,0,1
621,1,1,0
622,0,3,1
623,1,0,1
624,0,3,2
625,1,0,1
626,0,1,2
627,1,0,1
628,0,3,2
629,0,2,2
630,1,0,2
631,1,1,0
632,1,0,1
633,1,0,2
634,0,1,2
635,1,1,2
636,1,0,2
637,0,3,2
638,1,3,1
639,0,3,3
640,1,2,0
641,1,1,1
642,0,2,3
643,0,2,0
644,0,3,2
645,1,3,3
646,1,0,0
647,1,0,0
648,1,1,0
649,1,0,0
650,1,3,3
651,1,2,2
652,1,0,2
653,1,0,1
654,1,0,2
655,1,1,0
656,1,0,1
657,1,0,2
658,0,3,2
659,1,1,2
660,1,3,3
661,1,0,0
662,0,1,2
663,1,1,2
664,1,3,3
665,1,0,3
666,0,3,3
667,1,0,2
668,0,2,1
669,1,3,2
670,0,2,3
671,0,0,0
672,0,1,2
673,1,0,2
674,1,1,3
675,1,1,1
676,1,3,3
677,0,3,3
678,1,1,2
679,1,1,0
680,1,0,2
681,0,3,1
682,1,0,0
683,1,1,0
684,1,1,0
685,0,0,1
686,1,0,2
687,1,2,2
688,1,2,0
689,0,1,2
690,1,1,1
691,0,0,3
692,1,0,3
693,1,3,2
694,1,0,0
695,1,1,1
696,1,0,3
697,1,0,2
698,1,0,3
699,1,0,2
700,1,2,2
701,1,1,0
702,0,0,2
703,1,0,0
704,0,2,3
705,1,0,0
706,1,1,3
707,0,1,3
708,0,2,2
709,1,0,2
710,1,1,1
711,1,3,3
712,1,1,1
713,0,3,2
714,1,1,0
715,1,0,1
716,0,2,1
717,1,3,2
718,1,1,2
719,1,3,3
720,1,2,2
721,1,0,2
722,1,1,2
723,1,1,3
724,0,1,0
725,0,1,0
726,1,1,1
727,1,1,0
728,0,3,3
729,0,2,2
730,1,0,2
731,1,0,1
732,1,3,3
733,0,0,1
734,0,2,2
735,1,1,0
736,0,2,2
737,1,0,2
738,0,2,2
739,0,2,1
740,1,2,3
741,0,3,1
742,1,1,0
743,1,1,1
744,1,0,2
745,1,0,2
746,0,3,3
747,0,2,3
748,1,1,0
749,1,1,1
750,1,1,2
751,1,3,1
752,0,2,3
753,0,3,3
754,1,3,2
755,1,0,2
756,1,1,1
757,1,0,2
758,0,2,3
759,1,0,2
760,1,0,3
761,1,3,2
762,0,2,2
763,1,1,3
764,1,0,2
765,1,0,2
766,1,0,1
767,0,1,2
768,1,1,2
769,1,2,0
770,0,2,3
771,1,1,0
772,1,0,0
773,0,2,3
