,A,B,C
0,0,3,2
1,1,0,0
2,0,3,3
3,1,0,1
4,1,0,0
5,1,0,0
6,1,0,2
7,1,1,1
8,1,1,1
9,1,1,1
10,0,2,1
11,0,3,3
12,1,1,2
13,1,1,0
14,1,0,1
15,0,3,2
16,1,1,2
17,1,0,0
18,1,1,2
19,1,1,3
20,0,2,3
21,1,1,0
22,1,1,3
23,1,0,2
24,0,3,3
25,1,0,0
26,0,3,3
27,1,1,0
28,0,3,3
29,0,2,3
30,1,1,2
31,0,3,2
32,0,3,2
33,1,0,2
34,0,3,3
35,1,0,0
36,0,2,3
37,1,0,1
38,0,3,3
39,1,0,2
40,1,0,1
41,1,0,3
42,1,0,0
43,1,0,3
44,1,1,0
45,1,1,2
46,1,0,0
47,1,1,1
48,0,2,2
49,1,1,1
50,1,1,0
51,0,2,2
52,1,0,0
53,0,3,2
54,1,1,3
55,0,3,2
56,1,1,3
57,1,0,2
58,1,0,1
59,1,0,3
60,0,3,2
61,1,0,1
62,1,2,3
63,0,3,2
64,1,1,0
65,0,2,2
66,1,0,2
67,0,3,3
68,0,3,3
69,1,1,1
70,1,0,1
71,1,1,3
72,1,0,3
73,1,1,1
74,1,0,3
75,1,1,3
76,1,1,1
77,0,2,2
78,0,2,3
79,1,0,1
80,0,3,2
81,1,1,2
82,0,2,2
83,0,2,2
84,1,1,0
85,0,3,2
86,1,0,2
87,0,2,2
88,1,1,1
89,0,3,2
90,1,0,3
91,0,3,3
92,1,1,0
93,1,1,1
94,1,1,2
95,0,3,2
96,1,2,3
97,1,1,3
98,1,0,3
99,1,1,2
100,1,1,1
101,1,0,1
102,1,0,2
103,0,3,2
104,1,0,1
105,1,0,0
106,0,3,2
107,1,0,0
108,0,3,3
109,1,0,1
110,1,1,1
111,1,1,1
112,0,2,1
113,1,1,3
114,1,0,2
115,1,1,1
116,1,1,0
117,1,1,1
118,1,1,2
119,1,1,2
120,1,0,0
121,1,0,1
122,1,0,1
123,1,1,0
124,1,0,1
125,1,0,0
126,1,0,0
127,0,2,3
128,0,2,0
129,1,1,2
130,0,3,2
131,0,3,2
132,1,0,0
133,1,0,1
134,1,0,1
135,1,1,0
136,0,2,2
137,0,3,2
138,0,3,2
139,1,1,1
140,0,2,3
141,1,0,0
142,1,1,1
143,0,3,2
144,1,2,2
145,1,1,0
146,0,2,3
147,1,0,1
148,1,1,3
149,1,1,0
150,1,1,1
151,0,3,2
152,1,0,1
153,1,1,2
154,0,2,1
155,1,1,1
156,1,1,1
157,1,0,3
158,1,1,3
159,1,1,1
160,1,0,0
161,1,0,3
162,0,3,3
163,1,1,0
164,1,1,2
165,1,1,1
166,0,3,3
167,1,0,0
168,1,1,2
169,1,0,2
170,0,2,1
171,1,1,1
172,1,0,0
173,0,3,3
174,0,3,3
175,1,0,1
176,0,2,2
177,0,3,2
178,1,1,3
179,1,1,2
180,0,3,2
181,1,0,1
182,0,3,2
183,0,2,2
184,1,0,0
185,1,0,1
186,1,0,3
187,1,1,2
188,1,1,2
189,0,3,2
190,0,3,3
191,0,3,1
192,1,2,3
193,0,3,2
194,0,3,3
195,1,0,2
196,1,1,2
197,0,3,2
198,1,1,1
199,1,0,2
200,0,3,1
201,0,3,3
202,0,2,2
203,0,3,3
204,0,2,2
205,0,3,2
206,1,0,2
207,0,3,1
208,1,0,1
209,1,0,0
210,1,0,1
211,1,1,0
212,1,0,0
213,0,3,3
214,1,1,1
215,0,2,2
216,1,0,1
217,1,1,3
218,1,0,2
219,0,3,3
220,1,0,0
221,0,3,3
222,0,3,3
223,0,2,1
224,0,3,2
225,1,0,0
226,1,0,2
227,1,1,0
228,0,2,2
229,1,0,3
230,1,0,1
231,0,2,1
232,1,1,1
233,0,2,1
234,1,1,2
235,0,3,3
236,0,2,2
237,1,1,0
238,0,3,3
239,0,3,2
240,0,3,2
241,1,1,0
242,0,3,3
243,1,0,0
244,1,0,3
245,0,2,3
246,0,2,3
247,0,3,2
248,1,1,1
249,1,1,1
250,1,0,1
251,1,0,3
252,1,1,3
253,1,1,0
254,0,2,3
255,1,0,3
256,1,0,0
257,1,1,0
258,0,3,2
259,1,2,2
260,0,2,2
261,1,1,1
262,0,3,3
263,1,0,0
264,1,1,2
265,1,1,1
266,1,0,1
267,1,1,1
268,1,0,2
