,0,1,2,3,4,5,6,7,8,9
0,0.2147853,0.7852147,0.61249816,0.14445314,0.16545169,0.07759705,0.43864167,0.262544,0.18264541,0.11616882
1,0.92286193,0.077138096,0.04605148,0.09987323,0.08722422,0.766851,0.17234574,0.20659055,0.28608322,0.33498052
2,0.9102861,0.08971391,0.16490169,0.1102176,0.5753325,0.14954817,0.05987077,0.06156481,0.1945018,0.6840626
3,0.91726816,0.08273188,0.08971658,0.08618077,0.25869018,0.56541246,0.053942204,0.03454257,0.12742308,0.7840921
4,0.17674497,0.823255,0.7622838,0.11302616,0.0724352,0.05225476,0.35709125,0.56498325,0.03619997,0.041725583
5,0.41470897,0.58529097,0.1067145,0.55829376,0.22951698,0.10547474,0.13696131,0.10236566,0.3440038,0.41666925
6,0.9216369,0.07836309,0.097752206,0.13314153,0.22941552,0.53969073,0.1250563,0.124181755,0.27093378,0.47982815
7,0.9450861,0.054913864,0.053934507,0.09230772,0.60098225,0.25277543,0.08211941,0.20765857,0.15673664,0.5534854
8,0.10304731,0.8969526,0.7468042,0.16052051,0.041789446,0.05088589,0.21067818,0.03581486,0.68488264,0.0686243
9,0.062319368,0.9376806,0.08082905,0.835998,0.022720467,0.06045251,0.13526665,0.08679142,0.62873054,0.14921136
10,0.62075055,0.3792495,0.059130736,0.17798632,0.6760175,0.08686538,0.09933579,0.73342496,0.06853627,0.09870304
11,0.78379023,0.21620977,0.16641934,0.20900251,0.22739941,0.3971787,0.14882296,0.093489654,0.23132007,0.5263673
12,0.11220208,0.8877979,0.053395562,0.82905924,0.05029237,0.06725277,0.18806843,0.4565433,0.19209099,0.16329724
13,0.85212916,0.14787093,0.05043789,0.0989529,0.024773551,0.82583565,0.07882161,0.036420505,0.71186334,0.17289454
14,0.20268553,0.7973145,0.4951957,0.17029515,0.12714055,0.20736858,0.396912,0.22256823,0.22504833,0.15547153
15,0.04495069,0.95504934,0.2539603,0.49684012,0.19379696,0.05540266,0.28474164,0.5204731,0.08957978,0.105205484
16,0.7661612,0.23383875,0.17745589,0.26216638,0.4334374,0.12694028,0.17533547,0.21316037,0.419817,0.19168709
17,0.09829768,0.90170234,0.7517652,0.15556277,0.04537521,0.047296878,0.27218083,0.05300224,0.59898406,0.07583287
18,0.93319196,0.06680801,0.041386023,0.07790134,0.037461735,0.84325093,0.08561197,0.042841755,0.6208767,0.25066957
19,0.073672205,0.9263278,0.46360666,0.38064653,0.096549906,0.059196934,0.3738997,0.3783552,0.14771144,0.10003361
20,0.8892025,0.11079755,0.055857033,0.31094864,0.2217774,0.41141695,0.14528179,0.4163796,0.21566454,0.2226741
21,0.09470544,0.9052946,0.7239776,0.15691464,0.058243223,0.060864493,0.40617505,0.11728831,0.3764344,0.10010234
22,0.94928,0.050720014,0.09972084,0.041985855,0.77775663,0.0805367,0.06003928,0.10477284,0.2163678,0.61882013
23,0.94782,0.05217995,0.053643726,0.07502011,0.5208363,0.3504999,0.12386157,0.5210206,0.13718031,0.2179376
24,0.95415163,0.04584834,0.05107036,0.061842334,0.4078106,0.47927666,0.036731437,0.04106932,0.0888178,0.8333815
25,0.9081091,0.09189093,0.13223991,0.11100029,0.23855671,0.51820314,0.15867583,0.16363208,0.45164722,0.22604495
26,0.7716251,0.22837491,0.05680736,0.09989156,0.1518722,0.69142896,0.058243953,0.030628772,0.09622159,0.81490564
27,0.6209635,0.3790365,0.31610912,0.12615448,0.48250994,0.07522647,0.15194531,0.110506065,0.3595399,0.3780088
28,0.06634363,0.93365645,0.20712581,0.54302037,0.1066315,0.14322233,0.2626804,0.5451477,0.08514788,0.10702397
29,0.06509398,0.934906,0.61414516,0.24987338,0.060455117,0.07552642,0.43084857,0.22422351,0.24416876,0.10075917
30,0.045177124,0.9548229,0.23686446,0.5846052,0.08101584,0.097514436,0.25674406,0.6148874,0.049461182,0.07890732
31,0.77010244,0.22989754,0.22371471,0.18571347,0.28397635,0.30659553,0.23556498,0.32048216,0.277802,0.16615084
32,0.063941255,0.9360587,0.76377916,0.14541413,0.05118136,0.03962535,0.44016156,0.41922382,0.084777296,0.055837266
33,0.10269081,0.8973092,0.7284742,0.13552924,0.054566994,0.08142947,0.50468665,0.2634226,0.12821995,0.10367071
34,0.83794886,0.16205113,0.10407877,0.12945098,0.07933652,0.6871337,0.10442193,0.057216525,0.6665734,0.1717882
35,0.1247441,0.8752559,0.3112298,0.21271437,0.06913459,0.40692124,0.33493876,0.27458236,0.22981383,0.16066493
36,0.771285,0.22871499,0.050001252,0.19412455,0.068781294,0.68709284,0.13301225,0.12907644,0.44905967,0.28885165
37,0.088636234,0.9113638,0.1040248,0.68688923,0.029597756,0.17948824,0.11506743,0.0548756,0.7042733,0.12578368
38,0.09402016,0.9059799,0.563427,0.18761753,0.12668486,0.12227074,0.3574256,0.13824175,0.29184398,0.21248862
39,0.7518924,0.24810758,0.29846895,0.20206061,0.40137663,0.09809381,0.13275391,0.091430835,0.601106,0.17470922
40,0.86595356,0.13404648,0.051894266,0.07551626,0.04501713,0.8275724,0.1621505,0.0808815,0.39118505,0.36578298
41,0.06764598,0.932354,0.23672761,0.30700037,0.40472573,0.05154617,0.25657934,0.5655588,0.06944908,0.10841277
42,0.94892436,0.05107568,0.0318056,0.06982071,0.16538288,0.7329908,0.11426645,0.14638326,0.19323988,0.5461104
43,0.9264865,0.07351351,0.19439518,0.05241504,0.66641015,0.08677965,0.10205874,0.1311666,0.30675232,0.46002242
44,0.9415349,0.058465146,0.13251916,0.11641069,0.50401855,0.24705164,0.1155047,0.21725446,0.49425146,0.17298944
45,0.73962396,0.26037607,0.07174221,0.09523131,0.034015473,0.799011,0.17668101,0.08787929,0.47667214,0.25876758
46,0.9595993,0.040400676,0.037199643,0.056162525,0.67816854,0.22846924,0.074871026,0.7477365,0.070329525,0.10706288
47,0.046643212,0.95335674,0.44443184,0.44703752,0.053366926,0.055163633,0.3864617,0.458773,0.07525041,0.079514876
48,0.68694043,0.3130596,0.6262999,0.13085741,0.1596971,0.08314558,0.35358307,0.17916428,0.35520265,0.11204989
49,0.9551262,0.04487381,0.11432334,0.06839434,0.7584193,0.058863,0.063304126,0.12712699,0.6217455,0.18782336
50,0.04447295,0.955527,0.6031913,0.30374432,0.048844285,0.044220045,0.44609144,0.39687428,0.082739405,0.07429476
51,0.05822531,0.9417746,0.5126406,0.29602206,0.09324698,0.09809037,0.2877005,0.62457556,0.03694639,0.05077758
52,0.9466569,0.053343125,0.045117147,0.0999597,0.74664295,0.10828017,0.08626588,0.34472665,0.22413382,0.3448736
53,0.09460451,0.9053955,0.1799819,0.5129328,0.057906624,0.24917875,0.15444957,0.054656837,0.5717029,0.21919076
54,0.060663424,0.93933654,0.7230693,0.14356154,0.087649606,0.045719594,0.4536785,0.121932335,0.15079065,0.27359855
