,A,B,C
0,1,1,0
1,0,2,1
2,0,2,2
3,1,0,3
4,1,0,1
5,1,0,3
6,0,2,2
7,0,3,3
8,1,1,1
9,0,3,2
10,1,0,3
11,1,0,1
12,0,3,3
13,0,2,2
14,1,1,0
15,0,3,2
16,1,1,1
17,1,1,0
18,0,3,3
19,0,2,2
20,0,3,2
21,1,0,1
22,1,0,2
23,1,2,3
24,1,1,3
25,1,0,1
26,1,0,1
27,1,1,1
28,0,3,1
29,0,3,2
30,1,1,2
31,0,2,1
32,1,1,2
33,1,1,1
34,1,1,1
35,1,1,2
36,0,2,3
37,1,1,1
38,0,3,2
39,1,1,2
40,0,3,3
41,1,0,1
42,1,0,2
43,0,3,3
44,1,0,3
45,0,3,3
46,1,1,2
47,0,2,2
48,0,3,3
49,0,2,2
50,1,1,1
51,1,0,0
52,0,3,3
53,1,1,2
54,0,3,2
55,1,1,2
56,1,1,1
57,1,0,1
58,0,3,2
59,1,0,2
60,0,3,2
61,0,3,3
62,1,0,1
63,1,0,3
64,1,0,1
65,1,1,1
66,1,1,1
67,0,2,3
68,1,1,1
69,1,0,0
70,0,2,3
71,0,2,2
72,0,3,3
73,1,1,2
74,1,0,0
75,1,0,3
76,0,3,2
77,1,1,0
78,0,3,2
79,1,1,2
80,0,3,2
81,0,2,3
82,1,0,2
83,1,0,3
84,0,3,3
85,1,0,1
86,0,2,3
87,0,3,3
88,1,0,0
89,1,1,1
90,1,0,1
91,1,0,0
92,0,2,2
93,0,2,2
94,1,0,2
95,1,1,1
96,0,3,3
97,1,0,3
98,1,1,1
99,1,1,3
100,0,2,3
101,1,0,0
102,0,2,3
103,1,0,3
104,0,2,2
105,1,0,2
106,1,0,0
107,1,0,2
108,0,3,2
109,0,3,3
110,1,0,0
111,0,3,3
112,1,1,0
113,1,1,1
114,0,3,3
115,0,2,1
116,1,1,1
117,1,0,2
118,0,2,3
119,0,3,2
120,1,1,3
121,0,3,3
122,1,0,3
123,1,0,3
124,0,2,3
125,0,2,3
126,0,2,1
127,1,1,3
128,1,0,0
129,1,1,1
130,1,1,0
131,1,1,2
132,1,0,0
133,0,2,1
134,0,2,3
135,1,0,0
136,0,3,3
137,1,0,3
138,1,1,1
139,0,2,3
140,1,0,1
141,0,3,2
142,1,0,2
143,1,1,2
144,0,2,2
145,1,0,2
146,1,1,1
147,0,3,3
148,0,2,3
149,0,3,2
150,1,1,1
151,0,3,3
152,0,2,1
153,1,0,1
154,1,1,2
155,1,1,1
156,0,3,3
157,0,3,3
158,0,3,2
159,1,0,1
160,0,2,1
161,0,2,2
162,1,0,3
163,1,0,0
164,1,0,1
165,1,0,1
166,0,3,3
167,1,0,1
168,1,1,1
169,1,0,0
170,0,3,3
171,1,1,0
172,0,3,2
173,1,0,2
174,0,2,3
175,1,0,0
176,1,0,3
177,1,0,2
178,1,0,0
179,0,3,1
180,1,0,0
181,1,1,0
182,1,0,3
183,1,1,1
184,1,1,2
185,1,0,1
186,1,0,2
187,0,2,3
188,0,3,3
189,1,1,2
190,0,3,3
191,0,2,2
192,0,2,3
193,0,3,2
194,1,1,2
195,1,0,0
196,0,2,2
197,1,0,2
198,1,1,1
199,0,2,2
200,1,1,2
201,1,1,1
202,0,3,3
203,1,1,0
204,0,3,3
205,1,0,2
206,0,3,3
207,0,3,3
208,1,1,1
209,0,3,3
210,1,1,1
211,0,3,2
212,1,2,2
213,0,2,3
214,1,1,1
215,1,0,2
216,0,3,3
217,1,0,0
218,1,0,2
219,1,1,1
220,0,3,2
221,1,0,3
222,0,3,3
223,1,2,3
224,1,1,3
225,1,0,0
226,1,1,1
227,0,3,3
228,1,2,2
229,0,2,3
230,1,1,1
231,0,3,2
232,0,3,3
233,1,1,1
234,0,2,2
235,1,0,3
236,1,1,1
237,0,3,2
238,1,1,1
239,1,1,2
240,1,0,0
241,1,1,1
242,1,0,2
243,1,0,0
244,1,1,3
245,1,0,2
246,1,1,1
247,0,3,2
248,1,0,2
249,1,1,2
250,0,3,3
251,1,0,1
252,0,2,3
253,0,3,2
254,1,0,3
255,0,3,3
256,1,0,1
257,0,2,1
258,0,2,3
259,1,0,3
260,0,3,3
261,1,0,0
262,0,2,3
263,0,3,2
264,0,3,3
265,1,1,2
266,1,1,0
267,1,1,1
268,0,2,3
269,0,3,3
270,1,1,3
271,1,1,2
272,0,3,3
273,1,0,3
274,1,0,2
275,1,0,3
276,0,3,2
277,1,1,2
278,0,3,2
279,0,3,3
280,0,2,2
281,1,1,2
282,0,2,2
283,0,2,2
284,0,3,3
285,1,1,0
286,1,1,1
287,1,1,2
288,1,0,0
289,0,3,2
290,1,1,2
291,1,0,0
292,0,2,2
293,1,1,0
294,1,1,3
295,1,0,1
296,0,3,3
297,1,1,0
298,1,1,1
299,1,0,3
300,1,1,0
301,0,2,2
302,1,0,1
303,0,2,3
304,1,0,1
305,1,1,2
306,0,3,3
307,1,0,0
308,1,0,0
309,1,2,3
310,0,2,1
311,0,2,2
312,1,1,2
313,1,1,1
314,0,3,2
315,0,3,2
316,1,0,3
317,0,3,2
318,1,0,0
319,0,2,3
320,1,1,3
321,1,0,3
322,0,3,2
323,1,1,2
324,1,0,0
325,1,1,2
326,0,2,3
327,0,3,3
328,0,3,3
329,0,2,1
330,1,0,0
331,0,3,2
332,1,1,1
333,0,3,3
334,1,1,1
335,1,0,1
336,0,2,1
337,1,0,0
338,1,0,0
339,1,1,3
340,1,1,1
341,1,0,3
342,1,0,1
343,1,1,3
344,1,1,0
345,1,1,0
346,1,0,1
347,0,0,3
348,0,3,2
349,0,2,2
350,1,1,1
351,1,1,1
352,0,2,1
353,0,2,1
354,0,3,3
355,1,1,3
356,0,3,3
357,1,0,0
358,1,1,2
359,1,1,2
360,0,3,3
361,1,0,3
362,1,1,2
363,1,1,1
364,1,1,2
365,1,0,0
366,1,1,1
367,0,3,3
368,1,0,0
369,0,2,2
370,0,3,2
371,0,2,2
372,0,3,2
373,1,0,0
374,1,1,3
375,1,1,0
376,0,3,3
377,1,1,2
378,0,0,1
379,0,2,3
380,1,1,0
381,0,3,2
382,0,3,3
383,0,3,3
384,1,0,3
385,0,2,3
386,1,0,2
387,0,2,3
388,1,1,3
389,0,3,2
390,1,1,2
391,1,0,0
392,1,0,2
393,1,0,0
394,0,2,3
395,1,1,1
396,0,3,3
397,1,1,3
398,1,1,3
399,1,1,2
400,0,2,2
401,1,1,0
402,0,3,3
403,0,2,3
404,1,0,1
405,0,3,3
406,0,2,3
407,0,3,2
408,1,2,3
409,1,1,2
410,1,0,0
411,0,3,2
412,1,1,0
413,1,1,1
414,0,2,2
415,1,0,0
416,0,3,1
417,0,2,3
418,1,0,0
419,1,1,2
420,1,0,0
421,1,0,2
422,0,2,2
423,0,2,1
424,1,1,0
425,0,3,2
426,1,1,3
427,0,2,3
428,1,0,1
429,1,0,0
430,1,1,3
431,0,3,3
432,0,3,2
433,1,1,0
434,1,0,0
435,0,3,2
436,0,3,3
437,0,2,2
438,0,2,1
439,1,1,2
440,1,1,1
441,1,0,0
442,0,2,1
443,1,1,2
444,1,1,0
445,0,2,2
446,0,3,2
447,0,3,3
448,1,1,3
449,0,2,1
450,1,1,3
451,1,1,2
452,0,2,1
453,0,3,3
454,1,1,1
455,0,2,3
456,1,1,0
457,0,2,2
458,1,0,1
459,1,1,3
460,1,1,2
461,1,1,3
462,1,1,2
463,0,2,3
464,1,0,0
465,1,1,0
466,0,3,3
467,1,0,3
468,1,1,0
469,0,2,3
470,0,3,3
471,0,3,2
472,0,3,2
473,1,0,2
474,0,2,2
475,1,1,1
476,0,3,2
477,1,2,2
478,0,3,3
479,0,3,3
480,1,0,1
481,1,0,1
482,0,3,3
483,1,1,2
484,1,0,0
485,1,1,0
486,1,0,3
487,1,1,1
488,1,0,0
489,1,0,0
490,0,3,3
491,1,1,0
492,0,2,3
493,1,1,1
494,0,3,3
495,0,2,1
496,0,2,3
497,1,1,3
498,0,3,3
499,0,3,2
500,1,0,2
501,0,3,2
502,1,1,2
503,1,1,1
504,0,3,2
505,1,1,1
506,1,0,0
507,1,1,3
508,0,2,1
509,1,0,0
510,1,1,0
511,1,1,1
512,1,0,2
513,0,3,2
514,1,0,0
515,0,3,2
516,1,1,2
517,1,0,0
518,0,2,3
519,1,0,1
520,1,0,0
521,1,1,1
522,1,1,0
523,1,0,0
524,0,2,2
525,1,0,3
526,1,1,2
527,0,3,2
528,1,0,2
529,1,1,1
530,0,3,3
531,1,0,1
532,1,1,3
533,0,3,3
534,1,1,2
535,0,2,3
536,1,1,1
537,1,1,3
538,0,2,3
539,0,2,2
540,1,1,0
541,0,2,3
542,1,0,0
543,1,1,3
544,0,2,1
545,1,1,3
546,0,3,3
547,1,0,0
548,1,0,1
549,1,0,3
550,1,1,2
551,1,0,3
552,0,3,3
553,0,2,2
554,0,3,3
555,0,2,3
556,1,0,0
557,1,0,1
558,1,1,2
559,1,1,1
560,0,3,3
561,1,1,0
562,1,1,3
563,0,3,3
564,0,2,1
565,1,0,0
566,1,0,2
567,1,1,2
568,0,3,2
569,0,3,3
570,1,0,0
571,0,3,2
572,0,3,3
573,1,1,3
574,1,1,3
575,1,0,0
576,0,3,3
577,0,2,1
578,1,0,0
579,0,3,3
580,0,3,3
581,1,0,2
582,1,1,1
583,0,3,3
584,0,3,2
585,1,0,0
586,1,1,3
587,1,0,1
588,1,0,1
589,0,2,2
590,1,1,3
591,1,0,0
592,1,0,1
593,1,1,1
594,0,3,3
595,1,1,1
596,0,3,3
597,1,0,1
598,1,2,2
599,0,2,2
600,1,1,0
601,1,1,2
602,1,1,2
603,1,2,3
604,0,3,3
605,1,0,1
606,1,0,1
607,0,2,1
608,0,2,3
609,0,2,2
610,1,1,3
611,0,3,2
612,1,1,0
613,1,1,2
614,0,3,3
615,0,3,3
616,0,2,1
617,0,2,2
618,1,0,0
619,1,1,1
620,0,3,2
621,0,3,2
622,1,0,2
623,1,0,0
624,1,0,2
625,0,2,2
626,1,0,0
627,0,3,2
628,0,2,3
629,1,1,3
630,1,0,3
631,1,0,0
632,0,2,2
633,0,2,2
634,1,0,1
635,1,1,1
636,1,1,3
637,0,3,3
638,1,0,0
639,1,0,1
640,1,1,2
641,0,2,2
642,1,1,0
643,0,3,3
644,0,2,3
645,0,3,2
646,0,3,1
647,0,3,3
648,1,0,2
649,1,0,2
650,0,3,2
651,1,1,2
652,0,3,3
653,1,1,2
654,0,2,3
655,0,2,2
656,0,2,2
657,1,0,0
658,1,1,1
659,1,1,0
660,0,3,3
661,1,0,3
662,0,3,3
663,1,1,1
664,1,0,2
665,1,0,1
666,1,0,3
667,1,1,0
668,1,0,1
669,1,0,1
670,1,0,2
671,1,0,0
672,1,1,2
673,0,3,3
674,1,1,1
675,1,0,0
676,1,0,1
677,1,0,0
678,1,1,1
679,1,1,1
680,0,3,3
681,1,0,3
682,0,3,3
683,1,1,3
684,1,1,2
685,1,0,0
686,1,0,0
687,1,1,3
688,1,0,1
689,1,0,2
690,1,1,3
691,1,1,1
692,1,0,0
693,1,0,2
694,0,3,3
695,1,0,2
696,1,0,3
697,0,2,3
698,0,2,2
699,1,0,1
700,1,1,3
701,1,1,2
702,1,1,1
703,0,3,2
704,1,1,2
705,1,0,3
706,1,1,2
707,0,3,2
708,1,0,2
709,1,0,1
710,1,1,2
711,0,2,3
712,1,1,0
713,0,3,3
714,1,0,0
715,1,1,3
716,1,1,1
717,1,1,1
718,1,1,0
719,1,1,1
720,1,1,0
721,0,3,2
722,1,1,2
723,0,3,3
724,0,2,3
725,0,3,2
726,1,1,2
727,1,0,3
728,1,2,3
729,1,1,0
730,0,2,2
731,1,1,2
732,1,1,1
733,1,1,1
734,1,1,2
735,0,2,2
736,0,3,2
737,1,0,3
738,0,3,3
739,1,1,0
740,1,0,0
741,1,1,2
742,1,0,0
743,0,2,3
744,1,1,0
745,0,2,3
746,0,2,2
747,0,2,1
748,1,1,1
749,1,0,3
750,1,0,3
751,1,0,2
752,0,3,3
753,1,1,0
754,1,1,0
755,1,0,1
756,0,3,3
757,0,3,2
758,0,3,2
759,1,0,2
760,1,0,2
761,1,1,2
762,0,3,3
763,0,3,3
764,1,1,1
765,1,1,1
766,1,0,3
767,0,3,3
768,1,1,0
769,0,3,2
770,1,1,1
771,1,0,0
772,1,1,3
773,0,2,2
774,0,2,1
775,1,0,1
776,1,1,2
777,1,0,3
778,0,2,1
779,1,0,3
780,1,0,0
781,0,2,3
782,0,2,3
783,0,3,3
784,1,0,0
785,1,1,2
786,1,2,2
787,1,1,0
788,1,0,1
789,1,1,2
790,0,3,3
791,0,3,3
792,0,3,2
793,1,1,2
794,1,1,2
795,0,3,2
796,1,0,2
797,0,2,2
798,1,0,3
799,1,0,1
800,1,1,0
801,0,3,2
802,0,3,3
803,0,3,3
804,0,3,3
805,0,3,3
806,0,3,2
807,1,0,0
808,0,3,2
809,1,0,3
810,1,0,3
811,1,0,0
812,1,0,3
813,0,3,1
814,0,2,3
815,0,2,3
816,1,0,1
817,1,1,2
818,0,3,2
819,0,2,2
820,0,3,3
821,0,2,3
822,1,1,2
823,1,1,1
824,1,0,1
825,0,3,2
826,1,1,1
827,1,1,3
828,1,0,0
829,0,2,3
830,1,0,0
831,0,2,3
832,1,1,0
833,1,0,0
834,1,1,3
835,0,2,2
836,0,2,3
