,A,B,C
0,0,2,3
1,0,2,2
2,1,1,3
3,1,1,2
4,0,3,2
5,1,0,0
6,1,1,0
7,1,1,0
8,1,1,1
9,0,2,3
10,1,0,2
11,1,1,0
12,0,3,2
13,1,1,0
14,1,0,0
15,1,1,0
16,1,0,0
17,1,0,2
18,0,3,3
19,0,2,2
20,0,2,2
21,0,3,3
22,0,3,3
23,1,0,1
24,1,1,2
25,0,3,3
26,0,3,3
27,1,0,2
28,0,3,3
29,1,1,0
30,0,2,2
31,0,2,2
32,1,0,0
33,1,1,0
34,1,1,2
35,1,1,1
36,0,3,3
37,1,0,2
38,1,1,2
39,1,1,1
40,0,3,3
41,1,1,1
42,1,1,1
43,1,0,1
44,1,0,2
45,1,0,0
46,1,1,3
47,0,3,3
48,0,2,2
49,1,0,2
50,0,2,2
51,1,0,1
52,1,1,1
53,0,2,3
54,0,3,2
55,1,1,2
56,1,1,1
57,1,1,2
58,1,1,1
59,0,3,2
60,1,1,3
61,1,1,3
62,1,1,2
63,1,1,1
64,0,3,2
65,1,0,3
66,0,2,2
67,0,3,3
68,1,1,1
69,0,3,3
70,0,3,2
71,1,0,2
72,1,1,0
73,1,1,0
74,1,0,1
75,1,0,1
76,0,3,2
77,0,2,3
78,1,1,1
79,1,1,2
80,1,0,3
81,1,1,3
82,0,3,2
83,1,1,3
84,0,3,3
85,0,3,2
86,1,0,0
87,1,0,1
88,1,1,1
89,1,1,1
90,0,2,3
91,1,1,2
92,1,0,1
93,1,1,3
94,1,0,2
95,0,3,3
96,0,3,3
97,0,3,2
98,1,1,0
99,1,0,0
100,0,2,2
101,0,2,2
102,1,1,1
103,0,3,2
104,0,2,2
105,0,3,3
106,0,3,3
107,1,0,0
108,1,0,2
109,0,3,3
110,0,2,2
111,0,2,3
112,1,0,2
113,0,3,2
114,1,1,2
115,0,2,3
116,1,1,1
117,1,1,1
118,1,0,1
119,0,2,2
120,0,2,3
121,0,3,3
122,1,1,3
123,1,0,0
124,1,1,0
125,1,1,1
126,1,0,0
127,0,3,2
128,0,2,3
129,1,1,3
130,0,3,3
131,1,1,2
132,0,2,2
133,0,3,2
134,1,1,2
135,0,2,3
136,1,1,0
137,1,1,2
138,1,0,0
139,1,0,1
140,1,1,0
141,0,3,2
142,1,0,1
143,1,0,1
144,0,2,3
145,1,0,3
146,1,1,0
147,1,0,3
148,0,3,3
149,1,1,3
150,0,2,2
151,1,1,3
152,0,3,3
153,0,2,3
154,1,1,3
155,1,0,2
156,0,3,3
157,1,1,1
158,1,1,1
159,1,1,0
160,1,1,2
161,0,3,2
162,1,1,1
163,1,1,2
164,1,0,3
165,0,3,3
166,1,1,0
167,0,3,2
168,1,0,2
169,0,2,2
170,1,1,1
171,0,2,3
172,1,1,1
173,0,3,2
174,1,0,2
175,1,0,1
176,1,1,1
177,0,3,2
178,1,0,0
179,0,2,2
180,1,1,0
181,1,0,1
182,1,0,0
183,1,1,0
184,1,0,2
185,0,3,2
186,0,2,2
187,0,2,2
188,1,1,1
189,1,1,3
190,1,1,3
191,1,1,3
192,1,1,2
193,1,1,2
194,1,0,1
195,1,0,1
196,1,0,0
197,1,0,2
198,0,3,3
199,0,3,2
200,1,1,2
201,0,2,2
202,0,3,2
203,1,1,3
204,0,3,3
205,1,0,2
206,0,3,3
207,1,0,0
208,1,1,2
209,0,3,2
210,0,3,2
211,0,2,2
212,1,0,1
213,1,1,1
214,1,1,1
215,1,1,1
216,1,1,3
217,0,3,2
218,1,1,2
219,0,3,3
220,0,3,2
221,0,3,3
222,0,3,3
223,0,3,2
224,0,2,2
225,1,0,1
226,0,3,3
227,0,3,3
228,1,1,0
229,0,3,3
230,0,3,3
231,1,0,1
232,1,0,2
233,1,1,1
234,1,0,1
235,1,1,0
236,1,1,0
237,1,1,1
238,1,0,0
239,1,1,1
240,0,2,3
241,0,3,3
242,0,2,2
243,1,1,2
244,1,0,1
245,1,1,3
246,1,1,2
247,1,1,1
248,0,2,2
249,1,1,0
250,0,3,3
251,0,2,2
252,0,2,2
253,0,3,3
254,1,0,1
255,1,0,0
256,0,3,2
257,0,3,2
258,0,3,3
259,1,1,2
260,1,0,2
261,1,0,0
262,1,0,3
263,0,3,2
264,0,3,2
265,1,0,0
266,0,3,3
267,1,1,1
268,1,1,3
269,1,0,0
270,1,0,0
271,0,3,3
272,1,0,2
273,1,0,2
274,1,0,2
275,1,0,1
276,1,0,1
277,0,3,2
278,0,3,3
279,0,3,2
280,1,0,1
281,1,0,0
282,0,3,3
283,1,0,0
284,0,2,2
285,1,0,1
286,1,0,0
287,1,0,0
288,1,0,3
289,1,0,1
290,1,1,2
291,1,1,1
292,1,0,1
293,1,0,2
294,0,2,3
295,1,0,0
296,1,1,0
297,1,1,1
298,1,1,2
299,0,2,3
300,1,1,2
301,1,0,0
302,1,1,1
303,1,0,2
304,0,2,3
305,0,3,2
306,1,1,1
307,0,3,3
308,0,3,2
309,1,1,0
310,1,0,0
311,1,1,2
312,1,1,1
313,1,1,2
314,1,0,3
315,0,3,3
316,1,0,1
317,1,0,0
318,0,3,2
319,0,2,2
320,1,1,2
321,0,2,2
322,1,0,0
323,1,1,0
324,1,1,1
325,0,2,2
